DATE,IABPPRIVSA
2005-12-01,927.3387567009911
2006-01-01,1325.48107644207
2006-02-01,1222.6999863138801
2006-03-01,1083.07419200812
2006-04-01,808.203011167903
2006-05-01,1139.5994474239901
2006-06-01,1333.15752360121
2006-07-01,1040.0173269018599
2006-08-01,1003.6541297781199
2006-09-01,793.431698808138
2006-10-01,1071.20671667156
2006-11-01,956.75522126105
2006-12-01,1052.50305904688
2007-01-01,975.1779967474429
2007-02-01,774.227943609225
2007-03-01,1114.53288928281
2007-04-01,950.263113581507
2007-05-01,1006.86955994703
2007-06-01,1006.2276827716
2007-07-01,1038.6815143280198
2007-08-01,851.043981651892
2007-09-01,904.6659386494271
2007-10-01,677.856834057847
2007-11-01,749.2989884636031
2007-12-01,666.830410706175
2008-01-01,970.04058735931
2008-02-01,686.6096341666159
2008-03-01,574.094369187756
2008-04-01,630.59176762011
2008-05-01,689.641216636492
2008-06-01,541.0677376809571
2008-07-01,506.72941669529996
2008-08-01,648.989330448372
2008-09-01,572.74162843724
2008-10-01,821.901017708636
2008-11-01,544.031527989471
2008-12-01,505.796594092494
2009-01-01,581.066406740406
2009-02-01,569.9314166389199
2009-03-01,365.65442334151396
2009-04-01,375.064948229692
2009-05-01,470.715276785593
2009-06-01,624.590519138013
2009-07-01,673.6685904721679
2009-08-01,542.024146323386
2009-09-01,745.564695801725
2009-10-01,821.65768709164
2009-11-01,586.44567863663
2009-12-01,694.8271787574761
2010-01-01,632.671307281071
2010-02-01,723.477975890419
2010-03-01,782.6110114963041
2010-04-01,719.556643319843
2010-05-01,536.2357825269439
2010-06-01,645.655922703892
2010-07-01,590.609691838419
2010-08-01,413.874593174309
2010-09-01,536.247536435618
2010-10-01,452.00318299207396
2010-11-01,711.950842166295
2010-12-01,742.895825302577
2011-01-01,621.90966838372
2011-02-01,593.515968072511
2011-03-01,698.000143210926
2011-04-01,957.8317417384419
2011-05-01,537.864067258894
2011-06-01,642.543014690695
2011-07-01,488.18022108901704
2011-08-01,762.2643551299631
2011-09-01,488.730003186396
2011-10-01,437.84263512345706
2011-11-01,533.308289169543
2011-12-01,757.3213878183991
2012-01-01,745.129865730349
2012-02-01,760.781796507009
2012-03-01,794.560100124359
2012-04-01,685.210772160568
2012-05-01,979.294558315412
2012-06-01,731.79364967326
2012-07-01,760.7795569664939
2012-08-01,958.0042577614819
2012-09-01,847.114105825133
2012-10-01,953.165669788998
2012-11-01,902.813668144982
2012-12-01,757.346558498838
2013-01-01,809.537577031962
2013-02-01,853.207538036223
2013-03-01,698.4688399217821
2013-04-01,870.237525777184
2013-05-01,923.8564432060369
2013-06-01,641.744918189766
2013-07-01,1088.79375612299
2013-08-01,1031.75632632106
2013-09-01,670.371217104691
2013-10-01,1533.9210381429998
2013-11-01,994.465830471486
2013-12-01,677.091684628072
2014-01-01,798.20689201928
2014-02-01,716.480016215977
2014-03-01,764.267814853215
2014-04-01,1367.74400703275
2014-05-01,687.584440971048
2014-06-01,928.012226385098
2014-07-01,941.826668207608
2014-08-01,758.650759820927
2014-09-01,1259.34739532348
2014-10-01,909.506506277556
2014-11-01,742.91232198205
2014-12-01,844.3461619508389
2015-01-01,752.876638507247
2015-02-01,895.417803107758
2015-03-01,774.084141667489
2015-04-01,664.613942194263
2015-05-01,1038.98825916103
2015-06-01,947.126839517668
2015-07-01,829.393318403047
2015-08-01,711.2167390550101
2015-09-01,1029.08838822569
2015-10-01,761.5201930207389
2015-11-01,748.397443879092
2015-12-01,915.69753945388
2016-01-01,1207.60607272138
2016-02-01,918.898149709946
2016-03-01,1086.86235753745
2016-04-01,1201.79690025821
2016-05-01,800.485823882966
2016-06-01,972.613261236252
2016-07-01,758.4099083675619
2016-08-01,1925.17758557708
2016-09-01,1148.66069555988
2016-10-01,867.366444159584
2016-11-01,1428.47015107812
2016-12-01,1118.2183707838801
2017-01-01,920.5946201718359
2017-02-01,1265.29918813983
2017-03-01,1313.912666311
2017-04-01,912.536946841135
2017-05-01,1003.6099957781801
2017-06-01,943.070737329025
2017-07-01,984.19500667772
2017-08-01,1368.4213699667
2017-09-01,927.3067612089419
2017-10-01,1051.9601751391401
2017-11-01,1255.10827936445
2017-12-01,1259.2213640811901
2018-01-01,971.805249361247
2018-02-01,901.0865834219819
2018-03-01,980.663217232012
2018-04-01,1140.1687346517501
2018-05-01,1141.3934293039
2018-06-01,918.84496743116
2018-07-01,1417.1212930128
2018-08-01,796.682688353835
2018-09-01,639.3703114122641
2018-10-01,1021.6716262628
2018-11-01,789.118196608307
2018-12-01,687.061170295388
2019-01-01,952.4196510372619
2019-02-01,762.824358947173
2019-03-01,600.044428120111
2019-04-01,806.4788328499859
2019-05-01,982.849843034845
2019-06-01,1109.96642496965
2019-07-01,1074.11546810584
2019-08-01,1203.8001471081698
2019-09-01,946.68834492463
2019-10-01,1251.6818922288198
2019-11-01,720.418726251487
2019-12-01,789.1232979526061
2020-01-01,1063.12521805146
2020-02-01,944.22316567007
2020-03-01,984.428576710622
2020-04-01,627.37562294934
2020-05-01,811.740850672726
2020-06-01,1085.97848379789
2020-07-01,1499.150727966
2020-08-01,1036.4955285727
2020-09-01,1236.9498912741099
2020-10-01,753.252631432739
2020-11-01,1129.1832149547502
2020-12-01,1419.63121245854
2021-01-01,1051.9991339381
2021-02-01,1265.71885431854
2021-03-01,1829.2727654378698
2021-04-01,1624.49729353613
2021-05-01,808.09999233169
2021-06-01,1022.9625653258901
2021-07-01,1136.9817212907901
2021-08-01,872.812902614318
2021-09-01,1177.36629283834
2021-10-01,1194.3349450850699
2021-11-01,1302.9688081581
2021-12-01,1015.05192251841
2022-01-01,1144.09867927834
2022-02-01,1062.5892829305699
2022-03-01,1053.22933041081
2022-04-01,1267.21721217536
2022-05-01,1125.30624649125
2022-06-01,1167.79766361245
2022-07-01,870.957225903367
2022-08-01,1138.0122208328698
2022-09-01,1012.0666570038001
2022-10-01,897.068322599796
2022-11-01,986.170517421332
2022-12-01,1003.1279160114301
2023-01-01,952.022351016626
2023-02-01,1089.7038121852802
