DATE,HIBPPRIVSA
2006-07-01,633.558835866572
2006-08-01,581.502818420646
2006-09-01,451.973447064182
2006-10-01,1075.63755841733
2006-11-01,365.335218327265
2006-12-01,643.090616847826
2007-01-01,972.295837198113
2007-02-01,661.128329190514
2007-03-01,503.323417367769
2007-04-01,509.500025427564
2007-05-01,594.871249503079
2007-06-01,759.8626285659379
2007-07-01,392.927528315725
2007-08-01,565.538913206713
2007-09-01,415.57323817074996
2007-10-01,445.788378765054
2007-11-01,410.763099967183
2007-12-01,439.901525884522
2008-01-01,364.80962654408995
2008-02-01,378.50592163434897
2008-03-01,262.609410452224
2008-04-01,446.08730460415705
2008-05-01,503.91472510299695
2008-06-01,395.376752748152
2008-07-01,415.50173121408994
2008-08-01,327.129311306917
2008-09-01,342.52646952109797
2008-10-01,174.875779121617
2008-11-01,533.171489977875
2008-12-01,239.699378115072
2009-01-01,394.82919007516404
2009-02-01,260.475729567479
2009-03-01,166.98534890949
2009-04-01,152.424578650905
2009-05-01,136.171515567568
2009-06-01,169.433993645175
2009-07-01,238.641746050174
2009-08-01,223.796754559755
2009-09-01,253.854087449621
2009-10-01,282.758233352559
2009-11-01,220.63386000631402
2009-12-01,122.62684679225599
2010-01-01,145.195069066607
2010-02-01,801.461878448288
2010-03-01,422.412150309122
2010-04-01,182.527248200763
2010-05-01,461.66724516435096
2010-06-01,128.756657760164
2010-07-01,172.237410653302
2010-08-01,298.196940796918
2010-09-01,278.476191926041
2010-10-01,161.229699034986
2010-11-01,213.91305608
2010-12-01,158.402492080272
2011-01-01,126.167896368535
2011-02-01,211.863191833349
2011-03-01,139.021877303894
2011-04-01,301.022560357177
2011-05-01,203.57675237126
2011-06-01,330.80156730425597
2011-07-01,208.348155254762
2011-08-01,248.60816604542302
2011-09-01,706.520558299785
2011-10-01,164.732315231802
2011-11-01,498.395953800964
2011-12-01,202.187850736857
2012-01-01,227.01116651739702
2012-02-01,105.475273634118
2012-03-01,373.637902728108
2012-04-01,352.570669551678
2012-05-01,187.38690532907
2012-06-01,397.332257283663
2012-07-01,315.303013744929
2012-08-01,183.642882645807
2012-09-01,212.05991764240298
2012-10-01,390.622216194059
2012-11-01,209.662719208836
2012-12-01,342.99621242384
2013-01-01,529.4819182099591
2013-02-01,225.443322605783
2013-03-01,348.450643622431
2013-04-01,208.84737913403302
2013-05-01,246.021205174655
2013-06-01,167.80453180079098
2013-07-01,254.273014998714
2013-08-01,243.30965953161203
2013-09-01,752.925811319103
2013-10-01,326.46425326380796
2013-11-01,287.91745243386003
2013-12-01,264.482131241881
2014-01-01,162.391952945313
2014-02-01,187.850243015519
2014-03-01,152.41116178245701
2014-04-01,240.520108229024
2014-05-01,211.73373487136
2014-06-01,252.311542566397
2014-07-01,323.066581673151
2014-08-01,233.856283374922
2014-09-01,102.654604911278
2014-10-01,197.884841083673
2014-11-01,373.775658589704
2014-12-01,593.045648117789
2015-01-01,881.364934653843
2015-02-01,597.049269699646
2015-03-01,156.084340176054
2015-04-01,574.91525822335
2015-05-01,336.418388163241
2015-06-01,300.46064259709203
2015-07-01,289.833016618994
2015-08-01,885.822792100927
2015-09-01,145.827832447583
2015-10-01,535.7266595287069
2015-11-01,252.57908758063
2015-12-01,540.365850265486
2016-01-01,200.68536196385398
2016-02-01,313.142004391666
2016-03-01,221.152488483511
2016-04-01,314.084733868059
2016-05-01,254.757780605804
2016-06-01,635.481830734131
2016-07-01,303.630595497783
2016-08-01,265.90627159356603
2016-09-01,283.456876004415
2016-10-01,150.226230533995
2016-11-01,401.45553947025
2016-12-01,155.70850712309
2017-01-01,294.996960763125
2017-02-01,234.793541393362
2017-03-01,325.69047613419497
2017-04-01,198.34079418429002
2017-05-01,418.995586713379
2017-06-01,306.960043897493
2017-07-01,302.973115072377
2017-08-01,296.4072237431
2017-09-01,634.887178971201
2017-10-01,352.05107651346606
2017-11-01,251.843384360315
2017-12-01,254.606357660577
2018-01-01,265.069472958582
2018-02-01,808.170342405042
2018-03-01,389.74658982630996
2018-04-01,293.49565946680303
2018-05-01,382.710152279002
2018-06-01,412.959191863218
2018-07-01,295.894381528869
2018-08-01,367.228911782017
2018-09-01,355.97049900236505
2018-10-01,312.491469794361
2018-11-01,280.010000584173
2018-12-01,193.02346176930698
2019-01-01,530.40152084303
2019-02-01,287.191257356748
2019-03-01,264.182874595268
2019-04-01,176.673004112198
2019-05-01,950.897507156276
2019-06-01,301.062873384532
2019-07-01,294.435965918027
2019-08-01,338.38715370046395
2019-09-01,257.716288921819
2019-10-01,582.921988787038
2019-11-01,173.479667469691
2019-12-01,328.090858923496
2020-01-01,186.565392709561
2020-02-01,216.091858460332
2020-03-01,351.374890514423
2020-04-01,291.294321943401
2020-05-01,280.109240049766
2020-06-01,330.064159889897
2020-07-01,284.758061506768
2020-08-01,314.319521540934
2020-09-01,101.412660918586
2020-10-01,321.822171329008
2020-11-01,355.880079291982
2020-12-01,394.684698506943
2021-01-01,422.785619735667
2021-02-01,351.30697760714696
2021-03-01,252.95337876893902
2021-04-01,359.43202072773397
2021-05-01,247.022353733047
2021-06-01,216.95016401942502
2021-07-01,360.014262560195
2021-08-01,223.921709529341
2021-09-01,375.191313391484
2021-10-01,231.92041223735902
2021-11-01,397.98513025071196
2021-12-01,295.024447161331
2022-01-01,376.791139108693
2022-02-01,284.539261767604
2022-03-01,713.792386318006
2022-04-01,280.113685735603
2022-05-01,216.53617527520697
2022-06-01,237.111931365857
2022-07-01,263.651159439747
2022-08-01,252.17228756517102
2022-09-01,328.166470484296
2022-10-01,714.2983063802969
2022-11-01,441.440137188181
2022-12-01,200.408907128248
2023-01-01,216.80819753789902
2023-02-01,247.824727641916
