DATE,NEBPPRIVSA
2006-05-01,688.4396552801469
2006-06-01,806.516902030896
2006-07-01,657.804965044636
2006-08-01,785.667243480805
2006-09-01,635.902468560305
2006-10-01,685.4345347708351
2006-11-01,879.140873009634
2006-12-01,611.5783869280269
2007-01-01,579.286612274145
2007-02-01,551.044939042985
2007-03-01,611.985469493492
2007-04-01,632.053810411979
2007-05-01,657.872783498548
2007-06-01,616.2009512734729
2007-07-01,615.759894241067
2007-08-01,558.9671543914151
2007-09-01,695.1637619894381
2007-10-01,971.6362682603869
2007-11-01,581.231468699856
2007-12-01,510.18029191687896
2008-01-01,1260.29097567461
2008-02-01,408.728373365104
2008-03-01,422.100813782332
2008-04-01,554.70418582727
2008-05-01,485.365878769909
2008-06-01,513.66707882902
2008-07-01,549.19449849595
2008-08-01,432.341343180589
2008-09-01,848.815211806418
2008-10-01,446.272298590552
2008-11-01,320.945966040367
2008-12-01,402.745361380095
2009-01-01,384.84878061706297
2009-02-01,339.519509016688
2009-03-01,351.385969159573
2009-04-01,416.25340278757204
2009-05-01,489.078434635182
2009-06-01,464.94427233044996
2009-07-01,504.097402196469
2009-08-01,432.349572172902
2009-09-01,366.621667751859
2009-10-01,345.3510188769
2009-11-01,344.263150001513
2009-12-01,432.945568823948
2010-01-01,435.60145388354204
2010-02-01,636.660922913648
2010-03-01,452.986687632087
2010-04-01,448.453642603809
2010-05-01,325.285980253864
2010-06-01,363.76206302204804
2010-07-01,306.235504327011
2010-08-01,423.715192867969
2010-09-01,387.80861731054705
2010-10-01,568.787296640578
2010-11-01,388.537253556408
2010-12-01,424.773043840949
2011-01-01,287.06238673695
2011-02-01,302.720073737026
2011-03-01,356.540512557415
2011-04-01,330.85428038295396
2011-05-01,434.631731116506
2011-06-01,405.425415659097
2011-07-01,424.785823673491
2011-08-01,434.02866160845804
2011-09-01,692.526723080719
2011-10-01,406.014665641061
2011-11-01,542.838588867162
2011-12-01,414.061667837637
2012-01-01,469.791719470958
2012-02-01,543.1930499790191
2012-03-01,739.91314493118
2012-04-01,330.47932418217096
2012-05-01,562.294180511349
2012-06-01,558.468232813181
2012-07-01,464.261519328646
2012-08-01,468.13269250410895
2012-09-01,669.160087154698
2012-10-01,550.98201714728
2012-11-01,697.414707438012
2012-12-01,624.76559809585
2013-01-01,807.60360192232
2013-02-01,695.9229854811219
2013-03-01,708.6433725256779
2013-04-01,827.7434174239729
2013-05-01,656.946696595012
2013-06-01,650.702458666258
2013-07-01,708.1658988469859
2013-08-01,689.24747126224
2013-09-01,594.051734274651
2013-10-01,651.884771116333
2013-11-01,382.839627359223
2013-12-01,625.494184366823
2014-01-01,629.827410565038
2014-02-01,608.883400500603
2014-03-01,666.422023748007
2014-04-01,644.1411438989779
2014-05-01,571.732606350448
2014-06-01,615.780964054023
2014-07-01,584.386287814192
2014-08-01,711.9680604914901
2014-09-01,604.6651392888269
2014-10-01,721.5428697067821
2014-11-01,724.369694612616
2014-12-01,565.8546172481659
2015-01-01,476.49664960022795
2015-02-01,565.643237100075
2015-03-01,529.306025712493
2015-04-01,442.355409539558
2015-05-01,519.511707549738
2015-06-01,712.801750910808
2015-07-01,715.650160821394
2015-08-01,625.108798645006
2015-09-01,619.5910427317659
2015-10-01,737.3343638594561
2015-11-01,670.160301511661
2015-12-01,770.482513342337
2016-01-01,803.3977017035361
2016-02-01,616.544379382099
2016-03-01,684.213775879455
2016-04-01,811.506778440604
2016-05-01,760.6434488736121
2016-06-01,586.1646731272921
2016-07-01,711.279017782457
2016-08-01,650.978026508333
2016-09-01,709.3609730462449
2016-10-01,733.1793877776449
2016-11-01,539.91543265677
2016-12-01,703.6105104855279
2017-01-01,667.880395145301
2017-02-01,881.054288070304
2017-03-01,888.397741847154
2017-04-01,480.127428377801
2017-05-01,827.6200090471449
2017-06-01,721.894306764111
2017-07-01,1056.40250674897
2017-08-01,725.99796032928
2017-09-01,680.902918766693
2017-10-01,529.686593641355
2017-11-01,749.386203184175
2017-12-01,855.631047940513
2018-01-01,555.6167779611679
2018-02-01,823.641654257616
2018-03-01,615.509503476737
2018-04-01,1161.85263068976
2018-05-01,629.201877665132
2018-06-01,554.3312274994851
2018-07-01,619.201636919235
2018-08-01,725.710085936778
2018-09-01,627.5841145531369
2018-10-01,640.728550472277
2018-11-01,684.765086199052
2018-12-01,551.7517042896679
2019-01-01,1013.2707934156401
2019-02-01,490.05659980027605
2019-03-01,598.102533521909
2019-04-01,589.398436247041
2019-05-01,738.2660062263541
2019-06-01,771.136487833474
2019-07-01,458.088962915123
2019-08-01,774.0145214593421
2019-09-01,776.000956919465
2019-10-01,544.142546563231
2019-11-01,590.416710004893
2019-12-01,540.204321465244
2020-01-01,932.027408150415
2020-02-01,701.739236438291
2020-03-01,613.481694102413
2020-04-01,657.497046607019
2020-05-01,465.49409202868304
2020-06-01,807.881473307538
2020-07-01,808.281696249192
2020-08-01,672.8207253105841
2020-09-01,726.46464036206
2020-10-01,928.680950025123
2020-11-01,892.117380681154
2020-12-01,996.21028030905
2021-01-01,710.7282864892999
2021-02-01,716.457678651523
2021-03-01,923.2658602861211
2021-04-01,757.134431802614
2021-05-01,906.628017014954
2021-06-01,773.909760817484
2021-07-01,712.815394158289
2021-08-01,690.022920936785
2021-09-01,1079.90896628629
2021-10-01,1038.43024097937
2021-11-01,473.566290626368
2021-12-01,1036.70613564754
2022-01-01,1235.36724439241
2022-02-01,963.3005624970081
2022-03-01,951.475673439545
2022-04-01,1187.3916432261099
2022-05-01,907.483425269083
2022-06-01,740.4227166175841
2022-07-01,893.281449721446
2022-08-01,754.496361734782
2022-09-01,643.814191630969
2022-10-01,745.707816430382
2022-11-01,932.2048682139439
2022-12-01,551.080330349205
2023-01-01,644.383460035887
2023-02-01,995.983057390462
