DATE,AKBPPRIVSA
2003-12-01,401.815634403178
2004-01-01,228.37548733085202
2004-02-01,190.714925663518
2004-03-01,248.156020555428
2004-04-01,282.369726750735
2004-05-01,329.78284908092996
2004-06-01,219.977632834784
2004-07-01,275.970519087
2004-08-01,234.735594882332
2004-09-01,270.045521444779
2004-10-01,205.875334523149
2004-11-01,263.720697014866
2004-12-01,357.13683236479204
2005-01-01,223.13301054545897
2005-02-01,197.084552968296
2005-03-01,396.508840985283
2005-04-01,293.572261838381
2005-05-01,153.720934607856
2005-06-01,261.00963554372504
2005-07-01,235.013546473241
2005-08-01,213.585997137939
2005-09-01,253.051830902687
2005-10-01,221.648871423189
2005-11-01,253.52922503090198
2005-12-01,486.717139195842
2006-01-01,218.12082233217097
2006-02-01,449.005177003784
2006-03-01,290.803168736854
2006-04-01,216.12378002897302
2006-05-01,273.855329023673
2006-06-01,245.262117563953
2006-07-01,176.677954904735
2006-08-01,320.625868028269
2006-09-01,179.036973869173
2006-10-01,199.194074187902
2006-11-01,137.37538085384
2006-12-01,90.5660465109512
2007-01-01,170.85140606924298
2007-02-01,298.28498001025
2007-03-01,131.169031322639
2007-04-01,169.425157749083
2007-05-01,159.750101828985
2007-06-01,116.166885448361
2007-07-01,145.36937042473
2007-08-01,148.724506730728
2007-09-01,104.255292480417
2007-10-01,143.121565606578
2007-11-01,261.74963459029203
2007-12-01,87.6988641903068
2008-01-01,156.051327506675
2008-02-01,108.78307648240299
2008-03-01,98.40073655069321
2008-04-01,68.3745407900122
2008-05-01,63.94040433414929
2008-06-01,78.5247886107633
2008-07-01,76.2133760187078
2008-08-01,59.9268139787991
2008-09-01,78.12895580390041
2008-10-01,54.3904889076746
2008-11-01,71.2013882658605
2008-12-01,49.8168871808484
2009-01-01,28.6306508807348
2009-02-01,34.8484860211543
2009-03-01,59.466867182769
2009-04-01,56.3095223030833
2009-05-01,123.599285192931
2009-06-01,65.4101440173004
2009-07-01,68.1787022772184
2009-08-01,69.2099629603565
2009-09-01,74.3972069798703
2009-10-01,72.1066901944842
2009-11-01,61.2651610643139
2009-12-01,77.8174572769432
2010-01-01,44.6824569797299
2010-02-01,79.978367440869
2010-03-01,63.686501008953
2010-04-01,76.1325016806262
2010-05-01,97.46283213286759
2010-06-01,74.6885934855067
2010-07-01,65.3423223428148
2010-08-01,98.00192159120859
2010-09-01,68.65224343240659
2010-10-01,63.266538703898895
2010-11-01,63.9973937007273
2010-12-01,65.59542932193871
2011-01-01,99.9476737627701
2011-02-01,71.72442559740891
2011-03-01,54.129867715169794
2011-04-01,115.426137291321
2011-05-01,53.6171562511818
2011-06-01,64.6301802611619
2011-07-01,80.9816566963497
2011-08-01,68.10648867495141
2011-09-01,54.083278489400996
2011-10-01,57.765986736458
2011-11-01,59.53856407115029
2011-12-01,58.3902649671449
2012-01-01,61.4633868722126
2012-02-01,66.9052598631243
2012-03-01,69.6510319393519
2012-04-01,74.38921500607
2012-05-01,72.1522782021751
2012-06-01,112.179710908458
2012-07-01,83.4037419407742
2012-08-01,73.3416568084847
2012-09-01,104.622995611978
2012-10-01,108.06750229194401
2012-11-01,112.95956517010099
2012-12-01,50.83130664106749
2013-01-01,97.1869988905777
2013-02-01,91.2402683685746
2013-03-01,111.00912500624399
2013-04-01,93.3234114646649
2013-05-01,91.96215426666599
2013-06-01,91.66547825534651
2013-07-01,86.3123535241377
2013-08-01,79.0984447630297
2013-09-01,103.400151353977
2013-10-01,89.7808715059222
2013-11-01,90.767002688309
2013-12-01,60.879708756357495
2014-01-01,133.25993808631202
2014-02-01,88.6955883444589
2014-03-01,104.491944512438
2014-04-01,97.3064379265834
2014-05-01,107.420804145632
2014-06-01,79.7318095881082
2014-07-01,105.479650502553
2014-08-01,100.92509310143998
2014-09-01,103.30233324715
2014-10-01,144.005519354555
2014-11-01,91.97027400246509
2014-12-01,102.082906371527
2015-01-01,88.1332538127985
2015-02-01,89.6077425389085
2015-03-01,89.00556850658079
2015-04-01,100.157730032267
2015-05-01,85.9667789611735
2015-06-01,117.153681878705
2015-07-01,112.742563588679
2015-08-01,113.706427692134
2015-09-01,102.776087514316
2015-10-01,134.16589267825398
2015-11-01,110.265760027353
2015-12-01,135.743396191693
2016-01-01,141.37802123962499
2016-02-01,151.157884295877
2016-03-01,135.457498641493
2016-04-01,121.01104834491699
2016-05-01,133.455196749192
2016-06-01,99.93552045613708
2016-07-01,111.908820014957
2016-08-01,109.462895809256
2016-09-01,160.535344859075
2016-10-01,115.91422713326
2016-11-01,131.949455994436
2016-12-01,125.18606916237101
2017-01-01,103.412523820394
2017-02-01,126.77700248922599
2017-03-01,114.657778711052
2017-04-01,149.23780561566798
2017-05-01,126.534311443437
2017-06-01,135.096781479727
2017-07-01,113.547934608418
2017-08-01,146.93420120697002
2017-09-01,119.31816898362301
2017-10-01,133.436289627136
2017-11-01,144.3586761167
2017-12-01,131.645043426912
2018-01-01,157.13647143807898
2018-02-01,149.273668529296
2018-03-01,153.494912903454
2018-04-01,110.73142985492301
2018-05-01,149.373134426362
2018-06-01,162.21494470168
2018-07-01,127.524786745238
2018-08-01,138.555738561719
2018-09-01,125.211777894169
2018-10-01,132.061175991363
2018-11-01,129.97273980512801
2018-12-01,165.579071039876
2019-01-01,120.858007044494
2019-02-01,115.457321755468
2019-03-01,128.440517978312
2019-04-01,134.744263188866
2019-05-01,160.429313669648
2019-06-01,105.388459153089
2019-07-01,173.507695574529
2019-08-01,154.13657780288202
2019-09-01,183.563353289079
2019-10-01,134.593449531765
2019-11-01,139.678688809802
2019-12-01,140.770857129984
2020-01-01,142.668578839774
2020-02-01,147.226841118856
2020-03-01,44.102823311682904
2020-04-01,88.6583741073365
2020-05-01,97.4122753029543
2020-06-01,115.28700193826599
2020-07-01,126.337316341203
2020-08-01,134.432031326849
2020-09-01,131.25502639769502
2020-10-01,156.152966167702
2020-11-01,153.017948415966
2020-12-01,164.242759632874
2021-01-01,141.281516389212
2021-02-01,143.812574171251
2021-03-01,148.281610939306
2021-04-01,149.803167950877
2021-05-01,121.165691617763
2021-06-01,128.53556086968
2021-07-01,136.044826869195
2021-08-01,120.870523563406
2021-09-01,118.539102276672
2021-10-01,130.972172627822
2021-11-01,143.10532611621701
2021-12-01,131.164577702864
2022-01-01,138.607384040536
2022-02-01,156.729600395523
2022-03-01,150.382815304236
2022-04-01,133.04378194844102
2022-05-01,130.399857340691
2022-06-01,107.639898289311
2022-07-01,102.65546006104
2022-08-01,112.48535955565399
2022-09-01,116.749098455321
2022-10-01,93.5340393310976
2022-11-01,86.42749687672442
2022-12-01,88.829935687731
2023-01-01,128.079159960121
2023-02-01,95.7361127767943
