DATE,DEBPPRIVSA
2006-08-01,608.909598443781
2006-09-01,488.18896313559196
2006-10-01,355.70783504726
2006-11-01,543.632397670521
2006-12-01,469.28415324281303
2007-01-01,542.457579971267
2007-02-01,515.502169741472
2007-03-01,494.500559675045
2007-04-01,509.20038766036794
2007-05-01,500.092571448936
2007-06-01,442.825715977183
2007-07-01,379.68297786323194
2007-08-01,332.668833649532
2007-09-01,356.538873826809
2007-10-01,291.7915111039
2007-11-01,335.506041216793
2007-12-01,372.477692264681
2008-01-01,356.18933317407095
2008-02-01,318.276462058721
2008-03-01,424.432575090309
2008-04-01,277.23346112300703
2008-05-01,248.43542967393398
2008-06-01,279.209440361222
2008-07-01,297.89139674205
2008-08-01,251.592906821779
2008-09-01,260.92727100104196
2008-10-01,250.738303786857
2008-11-01,163.166689237975
2008-12-01,290.438066134899
2009-01-01,160.41734778224802
2009-02-01,186.26173027142897
2009-03-01,191.68632597282502
2009-04-01,228.54548415841703
2009-05-01,284.006455029383
2009-06-01,213.890904197771
2009-07-01,416.75098613679603
2009-08-01,292.39817432226397
2009-09-01,303.291013023026
2009-10-01,279.244129174316
2009-11-01,250.794734033727
2009-12-01,296.854912867263
2010-01-01,250.174322267091
2010-02-01,280.834177272916
2010-03-01,319.21733343543303
2010-04-01,277.580043083161
2010-05-01,201.221558384788
2010-06-01,264.479546384995
2010-07-01,246.881876247304
2010-08-01,204.06260135472598
2010-09-01,232.84106351225898
2010-10-01,231.964933572339
2010-11-01,240.25008548206299
2010-12-01,202.436248828911
2011-01-01,296.658714450162
2011-02-01,206.169362998701
2011-03-01,238.64432345269
2011-04-01,215.29729696739102
2011-05-01,266.71666020772096
2011-06-01,250.83417136851898
2011-07-01,225.88782960410302
2011-08-01,304.913787851448
2011-09-01,229.81525948465801
2011-10-01,243.215092680726
2011-11-01,289.975517330139
2011-12-01,269.865664085522
2012-01-01,389.728682516495
2012-02-01,299.920986371991
2012-03-01,294.12573091024797
2012-04-01,312.170206888407
2012-05-01,270.46972062336897
2012-06-01,390.210478599097
2012-07-01,288.50370697443003
2012-08-01,325.857285114536
2012-09-01,319.666696153315
2012-10-01,349.72757132111
2012-11-01,333.218927537496
2012-12-01,344.436190568146
2013-01-01,378.74047647152605
2013-02-01,382.61513902019095
2013-03-01,361.505035785574
2013-04-01,396.220890572415
2013-05-01,392.463786419085
2013-06-01,381.07519831279296
2013-07-01,416.400965447751
2013-08-01,387.44373868506796
2013-09-01,421.269907857763
2013-10-01,382.886123089561
2013-11-01,405.388922736092
2013-12-01,375.717245477939
2014-01-01,367.464421897004
2014-02-01,395.29188075797
2014-03-01,358.273191037589
2014-04-01,342.334651039788
2014-05-01,380.98619513236605
2014-06-01,378.76924178623597
2014-07-01,398.139600416165
2014-08-01,366.693603997657
2014-09-01,446.518920905004
2014-10-01,555.288414320662
2014-11-01,336.905786429893
2014-12-01,490.108913051402
2015-01-01,437.977063953291
2015-02-01,398.277438483551
2015-03-01,402.97965816703794
2015-04-01,440.603850716291
2015-05-01,445.26382355754095
2015-06-01,437.427863506557
2015-07-01,480.671320971304
2015-08-01,698.339503531175
2015-09-01,404.396447363741
2015-10-01,461.684433079361
2015-11-01,415.91394178377703
2015-12-01,481.148662486177
2016-01-01,454.17644187903
2016-02-01,546.998912710902
2016-03-01,483.567526124719
2016-04-01,525.6472085442871
2016-05-01,472.198751705113
2016-06-01,434.866609883761
2016-07-01,403.636835286465
2016-08-01,517.370483513429
2016-09-01,514.7813622698179
2016-10-01,499.17908290383696
2016-11-01,512.795345876982
2016-12-01,460.081606216546
2017-01-01,446.21076661231905
2017-02-01,477.43213220478304
2017-03-01,615.63405786364
2017-04-01,528.1395419794139
2017-05-01,532.722421571118
2017-06-01,707.9133916549299
2017-07-01,594.090801836091
2017-08-01,597.669668148975
2017-09-01,513.286294387558
2017-10-01,533.926717087195
2017-11-01,521.575871754237
2017-12-01,631.686597304097
2018-01-01,549.777468408205
2018-02-01,476.531793263748
2018-03-01,495.407923190766
2018-04-01,506.44639308373
2018-05-01,608.692714280568
2018-06-01,467.938943211755
2018-07-01,489.13607925360606
2018-08-01,496.96860233973
2018-09-01,482.79917524490304
2018-10-01,562.592191386002
2018-11-01,580.725142659223
2018-12-01,534.146095231109
2019-01-01,647.6090407373459
2019-02-01,562.381181709731
2019-03-01,492.32298011173697
2019-04-01,400.979955168571
2019-05-01,519.79683386182
2019-06-01,605.8812295015471
2019-07-01,627.625372927569
2019-08-01,479.48986321776397
2019-09-01,597.9738150711689
2019-10-01,506.158899512857
2019-11-01,495.301823249304
2019-12-01,491.615269407949
2020-01-01,572.309063170737
2020-02-01,612.71429030455
2020-03-01,573.774609716091
2020-04-01,526.6129717417231
2020-05-01,387.214853921194
2020-06-01,590.887534259489
2020-07-01,831.897709444583
2020-08-01,1050.35973684936
2020-09-01,883.887395074421
2020-10-01,941.949247573852
2020-11-01,569.1521999818419
2020-12-01,910.7456019396609
2021-01-01,722.069827543659
2021-02-01,825.9587154127589
2021-03-01,801.9276527599159
2021-04-01,847.964303097675
2021-05-01,825.561672415441
2021-06-01,656.6171039653279
2021-07-01,924.535076803685
2021-08-01,584.0142716029969
2021-09-01,669.88789931241
2021-10-01,579.9927993284709
2021-11-01,703.6378912713859
2021-12-01,621.910008989472
2022-01-01,640.949060419995
2022-02-01,612.15461395491
2022-03-01,587.652386261825
2022-04-01,525.773124132706
2022-05-01,527.04347974098
2022-06-01,524.3411964280909
2022-07-01,454.901004452079
2022-08-01,550.7986892995369
2022-09-01,449.968230364149
2022-10-01,553.932876817756
2022-11-01,497.509476526661
2022-12-01,443.243125499224
2023-01-01,457.17768335706296
2023-02-01,393.678706112977
