DATE,PABPPRIVSA
2005-04-01,3326.4193509541496
2005-05-01,3492.69773447334
2005-06-01,3929.0912865342207
2005-07-01,4084.8474998994
2005-08-01,3877.2444438866205
2005-09-01,4073.13704273885
2005-10-01,3734.43291489432
2005-11-01,4769.91977109975
2005-12-01,3401.11900292886
2006-01-01,4170.456723008289
2006-02-01,3560.6097908227202
2006-03-01,4431.7108962844
2006-04-01,3528.1321041351002
2006-05-01,3524.9971914579705
2006-06-01,3290.6305315067602
2006-07-01,3005.59508313414
2006-08-01,3124.95409580719
2006-09-01,2660.4638844852498
2006-10-01,3159.04818185951
2006-11-01,2651.2606000595997
2006-12-01,3268.2044230456104
2007-01-01,3466.99176010552
2007-02-01,2271.39130046137
2007-03-01,3054.49965071028
2007-04-01,3180.85073913938
2007-05-01,3070.08052042812
2007-06-01,2927.6651029482696
2007-07-01,2788.67187041171
2007-08-01,3679.0619906108204
2007-09-01,2469.99647723448
2007-10-01,2506.74347815992
2007-11-01,2258.2903524191697
2007-12-01,1958.7509854147
2008-01-01,2216.67384504094
2008-02-01,2210.40501375392
2008-03-01,2067.05668571239
2008-04-01,2142.38969493354
2008-05-01,2230.1539048605
2008-06-01,1938.3868974657603
2008-07-01,1866.5795439318201
2008-08-01,1816.8698221493803
2008-09-01,1653.9604854872
2008-10-01,1743.4685942546803
2008-11-01,1377.17280654895
2008-12-01,1225.3233023752803
2009-01-01,1180.52623708328
2009-02-01,1226.94665408622
2009-03-01,1334.08366466932
2009-04-01,1323.41243650923
2009-05-01,1154.58066992351
2009-06-01,1273.8437023206402
2009-07-01,1592.15867103001
2009-08-01,1672.60456451218
2009-09-01,1661.6760054556
2009-10-01,1566.4097613543
2009-11-01,1507.9461181179502
2009-12-01,2948.97198347334
2010-01-01,1746.4385659777402
2010-02-01,1779.3742276494
2010-03-01,1691.82301295919
2010-04-01,1487.6550067310502
2010-05-01,1635.9787146179299
2010-06-01,1626.46205991625
2010-07-01,1399.19265345548
2010-08-01,1771.4506393108102
2010-09-01,1974.78310370059
2010-10-01,1765.141656447
2010-11-01,1593.6623517539
2010-12-01,3627.9300699249798
2011-01-01,1765.48783757762
2011-02-01,1352.5955170540499
2011-03-01,1120.06434963675
2011-04-01,1107.97067488271
2011-05-01,1582.78731266466
2011-06-01,1198.16837514241
2011-07-01,1104.1300318639699
2011-08-01,1363.08009027423
2011-09-01,1409.87214330369
2011-10-01,1264.43496846065
2011-11-01,1805.5610038038
2011-12-01,1337.03803938749
2012-01-01,1761.6498723268899
2012-02-01,1583.95504473289
2012-03-01,1520.1522211472598
2012-04-01,1632.9498243947198
2012-05-01,1418.60320584614
2012-06-01,1839.94282381927
2012-07-01,1824.48157268118
2012-08-01,1513.03590157208
2012-09-01,1433.99606967673
2012-10-01,1443.53806643992
2012-11-01,1453.03017415329
2012-12-01,2432.0579865446803
2013-01-01,1631.2019042487698
2013-02-01,1569.66538216316
2013-03-01,2117.05511158129
2013-04-01,1948.93420428892
2013-05-01,1923.1102385413396
2013-06-01,1681.41885941749
2013-07-01,2391.79607666894
2013-08-01,1713.3769917351
2013-09-01,1594.09584574351
2013-10-01,1878.21369279405
2013-11-01,2020.89804865631
2013-12-01,1745.4439064650699
2014-01-01,1912.955992894
2014-02-01,1144.51466304879
2014-03-01,1864.3379073435601
2014-04-01,2243.14648855675
2014-05-01,1902.7087016777
2014-06-01,1774.6402200291102
2014-07-01,1932.9166935305602
2014-08-01,1631.1095424309801
2014-09-01,2005.0403675708499
2014-10-01,1935.94113226129
2014-11-01,1893.8947283118803
2014-12-01,1655.52067491197
2015-01-01,1240.6214763355802
2015-02-01,1723.73832811021
2015-03-01,1173.9089687887802
2015-04-01,2712.4622861957
2015-05-01,1671.75898906603
2015-06-01,2082.05337208113
2015-07-01,1728.9408306009198
2015-08-01,1748.96542617664
2015-09-01,1988.97072948983
2015-10-01,1978.9209670901398
2015-11-01,1803.8232602013898
2015-12-01,2097.88571143022
2016-01-01,1741.20100036556
2016-02-01,1915.17399673517
2016-03-01,1683.1997688374202
2016-04-01,1585.2144558104999
2016-05-01,1711.7510210708201
2016-06-01,1947.92988438102
2016-07-01,1220.49973780489
2016-08-01,1858.93420954697
2016-09-01,2054.29454713957
2016-10-01,1975.33103168173
2016-11-01,1980.80229344749
2016-12-01,1623.9241775326902
2017-01-01,1816.77674564383
2017-02-01,1746.39609228214
2017-03-01,2593.64288103112
2017-04-01,1641.7888953460401
2017-05-01,2316.10326421636
2017-06-01,1854.98060988061
2017-07-01,1623.0630264096499
2017-08-01,1713.71086550668
2017-09-01,1974.91396704344
2017-10-01,1733.01261648609
2017-11-01,1789.14548946874
2017-12-01,1943.8706930627802
2018-01-01,1691.86371122183
2018-02-01,1929.7565676640197
2018-03-01,2024.84927890797
2018-04-01,1922.5076198356398
2018-05-01,2275.50642616789
2018-06-01,1740.3301016852402
2018-07-01,2342.97661634636
2018-08-01,1872.49631304232
2018-09-01,1745.51981836341
2018-10-01,2806.34353345515
2018-11-01,1657.95556156156
2018-12-01,1717.20126395453
2019-01-01,1807.60683190923
2019-02-01,2035.2974932870102
2019-03-01,1942.8031574068802
2019-04-01,1824.73005594172
2019-05-01,1666.76128128392
2019-06-01,2219.12166368858
2019-07-01,1936.1459683988899
2019-08-01,2259.6801441746697
2019-09-01,1689.56485884296
2019-10-01,1950.41742616262
2019-11-01,1338.4720337277001
2019-12-01,2294.1686466269102
2020-01-01,2928.60214606916
2020-02-01,2361.47342009562
2020-03-01,1832.19815485311
2020-04-01,669.399795626954
2020-05-01,1749.4573728591001
2020-06-01,1842.34622463434
2020-07-01,2512.3817403219396
2020-08-01,1939.9318465888398
2020-09-01,2247.3457051734304
2020-10-01,2001.8521359320398
2020-11-01,2349.63932295177
2020-12-01,2384.1243366003896
2021-01-01,5012.04752191
2021-02-01,4325.92787757356
2021-03-01,4138.9007061586
2021-04-01,2552.28606608459
2021-05-01,2378.23281307343
2021-06-01,2263.74975521768
2021-07-01,2289.61900631059
2021-08-01,2565.2002799493202
2021-09-01,1985.9177468647501
2021-10-01,2002.0814232945897
2021-11-01,2191.27877694535
2021-12-01,13168.438653053401
2022-01-01,2315.16322631435
2022-02-01,2147.26308695394
2022-03-01,2721.5346699351603
2022-04-01,1945.5054799523002
2022-05-01,1997.7225913285001
2022-06-01,1878.79772262375
2022-07-01,1872.08862390195
2022-08-01,1878.33145367304
2022-09-01,1894.9886322568102
2022-10-01,1988.17237194517
2022-11-01,2177.1045389408605
2022-12-01,1950.1889038032602
2023-01-01,1661.52588488259
2023-02-01,1571.8826429529902
