DATE,VTBPPRIVSA
2006-08-01,295.41749588796904
2006-09-01,165.093567324768
2006-10-01,211.92392241528802
2006-11-01,188.506642137131
2006-12-01,172.720628863223
2007-01-01,178.655427617607
2007-02-01,176.062570588069
2007-03-01,258.30222789484003
2007-04-01,186.16853760356202
2007-05-01,153.114514804156
2007-06-01,139.242332730221
2007-07-01,209.506068720835
2007-08-01,168.597984699928
2007-09-01,133.73737415917
2007-10-01,140.08756760081698
2007-11-01,132.721228468281
2007-12-01,85.5953715670985
2008-01-01,138.07364408863398
2008-02-01,109.433819085373
2008-03-01,145.313680761458
2008-04-01,108.29661770347201
2008-05-01,102.90996195238002
2008-06-01,151.36688960125798
2008-07-01,127.34043354794001
2008-08-01,140.363173583717
2008-09-01,118.423109694587
2008-10-01,74.3524122833403
2008-11-01,46.948853473476895
2008-12-01,116.75101404120599
2009-01-01,98.82082523923759
2009-02-01,32.052565020935894
2009-03-01,63.1589372708276
2009-04-01,78.9856764897508
2009-05-01,73.1538421940837
2009-06-01,111.53779361372999
2009-07-01,70.80422264851559
2009-08-01,124.692752669923
2009-09-01,82.033342908055
2009-10-01,187.24286661298
2009-11-01,101.445409604717
2009-12-01,104.653822472397
2010-01-01,118.26990773566601
2010-02-01,686.113350512031
2010-03-01,64.6861778137498
2010-04-01,95.95524972952671
2010-05-01,106.37897326855699
2010-06-01,66.7858274168283
2010-07-01,94.5727152989044
2010-08-01,60.05147858385429
2010-09-01,125.061463692689
2010-10-01,115.04132630163099
2010-11-01,122.532323586418
2010-12-01,116.223564040615
2011-01-01,68.8255725309707
2011-02-01,202.179831696645
2011-03-01,61.3612448872658
2011-04-01,127.019382240355
2011-05-01,104.233279457701
2011-06-01,62.3839292105353
2011-07-01,127.55405943231001
2011-08-01,72.9153048268853
2011-09-01,120.649745433667
2011-10-01,85.61669336355641
2011-11-01,80.9099503332327
2011-12-01,161.147414310986
2012-01-01,82.1487511039647
2012-02-01,99.41663435021691
2012-03-01,182.566529386172
2012-04-01,117.66338634115499
2012-05-01,116.265584027465
2012-06-01,107.77823838100201
2012-07-01,77.3699107859718
2012-08-01,67.9370302259292
2012-09-01,119.157584239145
2012-10-01,174.715387493728
2012-11-01,81.8846314281147
2012-12-01,59.202551624353895
2013-01-01,72.8489894503573
2013-02-01,267.522032536421
2013-03-01,87.4382263440838
2013-04-01,95.8742731810857
2013-05-01,140.378977093231
2013-06-01,154.804165336713
2013-07-01,125.660447169337
2013-08-01,92.1442729592569
2013-09-01,126.891974981264
2013-10-01,147.941962420424
2013-11-01,105.076180665235
2013-12-01,142.188661997364
2014-01-01,123.422535834906
2014-02-01,76.7581334874337
2014-03-01,149.11914751708701
2014-04-01,110.195849780318
2014-05-01,84.3335221062275
2014-06-01,116.836545720564
2014-07-01,104.45301115797399
2014-08-01,161.707336447887
2014-09-01,79.13771588716
2014-10-01,97.56891577443609
2014-11-01,184.289864427108
2014-12-01,44.723914723689006
2015-01-01,201.515706192404
2015-02-01,221.286969642607
2015-03-01,170.689617756434
2015-04-01,127.57555123035499
2015-05-01,131.237305076228
2015-06-01,133.745889798694
2015-07-01,171.860288469244
2015-08-01,183.2996180309
2015-09-01,138.595092232018
2015-10-01,127.25326146601101
2015-11-01,165.158057857558
2015-12-01,188.838492045946
2016-01-01,148.152940158539
2016-02-01,80.5920211839702
2016-03-01,112.866346689085
2016-04-01,139.596186471635
2016-05-01,199.76955581332
2016-06-01,179.22815807688
2016-07-01,112.36769762018
2016-08-01,211.459349016249
2016-09-01,143.661613241081
2016-10-01,160.944880093442
2016-11-01,143.480998408806
2016-12-01,157.50470265464702
2017-01-01,130.591180221704
2017-02-01,88.3383364737096
2017-03-01,206.09536542714298
2017-04-01,122.213340193781
2017-05-01,145.823001055233
2017-06-01,154.75744800856398
2017-07-01,120.445887973525
2017-08-01,127.57783882976601
2017-09-01,264.01202806531
2017-10-01,126.884971833464
2017-11-01,117.478968943831
2017-12-01,66.6720976968086
2018-01-01,108.47314306018299
2018-02-01,111.216773334702
2018-03-01,116.35910732424401
2018-04-01,97.883325250846
2018-05-01,141.963706785708
2018-06-01,113.660200543873
2018-07-01,158.685536190064
2018-08-01,122.44218977991899
2018-09-01,164.946763794403
2018-10-01,275.702167479166
2018-11-01,172.92274063348998
2018-12-01,131.66975700084402
2019-01-01,137.000195809083
2019-02-01,206.104195664399
2019-03-01,125.52206881254601
2019-04-01,171.6471253393
2019-05-01,94.2234216496741
2019-06-01,88.560927833248
2019-07-01,109.004572548678
2019-08-01,165.52557644538402
2019-09-01,97.66834426758591
2019-10-01,139.16959964037
2019-11-01,84.0067995392102
2019-12-01,82.2497703122652
2020-01-01,155.59382063879698
2020-02-01,155.309238443912
2020-03-01,179.30010307384202
2020-04-01,111.34787283130301
2020-05-01,115.770290121035
2020-06-01,176.57840704960702
2020-07-01,179.857620422575
2020-08-01,119.868855770893
2020-09-01,151.557320198858
2020-10-01,121.361906806357
2020-11-01,194.666803725792
2020-12-01,179.798092511086
2021-01-01,171.119408165548
2021-02-01,146.563576936717
2021-03-01,164.83760017915702
2021-04-01,237.75206850543498
2021-05-01,170.866149890767
2021-06-01,143.43983012821502
2021-07-01,112.660091682658
2021-08-01,164.828001486004
2021-09-01,150.577978507949
2021-10-01,187.989554361163
2021-11-01,159.740887814317
2021-12-01,352.76686316241205
2022-01-01,192.37406509369498
2022-02-01,176.663990674422
2022-03-01,144.603910645881
2022-04-01,170.722981393923
2022-05-01,161.32519010479402
2022-06-01,179.12371404030603
2022-07-01,204.43891733253798
2022-08-01,169.861078195585
2022-09-01,180.10149140981702
2022-10-01,112.529326855611
2022-11-01,142.2001133774
2022-12-01,156.804420693774
2023-01-01,128.626305602122
2023-02-01,125.863885241943
