DATE,NVBPPRIVSA
2005-04-01,4002.49677334115
2005-05-01,3862.49729455895
2005-06-01,4207.40387894323
2005-07-01,4221.35251284211
2005-08-01,4151.0306182587
2005-09-01,4841.37370088531
2005-10-01,3836.8730952156398
2005-11-01,4995.46832283502
2005-12-01,3824.93303744919
2006-01-01,4060.59624260382
2006-02-01,3876.00944143123
2006-03-01,4978.19968790634
2006-04-01,3153.13828036605
2006-05-01,3884.2235212261207
2006-06-01,2695.3995607182997
2006-07-01,2697.93359012155
2006-08-01,2642.6288658468397
2006-09-01,1788.69066977632
2006-10-01,2295.2290223234304
2006-11-01,1689.4332245907199
2006-12-01,2375.80480661582
2007-01-01,2131.26778419605
2007-02-01,2093.74411020633
2007-03-01,1893.6801016420898
2007-04-01,2340.37838126518
2007-05-01,2032.8533041076103
2007-06-01,1394.70292817596
2007-07-01,1266.34375423875
2007-08-01,2459.82945600382
2007-09-01,3140.43380090021
2007-10-01,6179.93210696538
2007-11-01,2299.01970580762
2007-12-01,942.156161729472
2008-01-01,654.337450481186
2008-02-01,1987.84697419853
2008-03-01,564.127987609585
2008-04-01,978.254936899714
2008-05-01,1164.05822559162
2008-06-01,1767.44049984708
2008-07-01,1340.1831635952
2008-08-01,1798.32920940448
2008-09-01,1172.5925071099
2008-10-01,1259.64596833562
2008-11-01,492.377285678998
2008-12-01,566.205154468202
2009-01-01,356.316296130044
2009-02-01,308.924085759189
2009-03-01,648.207536172072
2009-04-01,459.502681108047
2009-05-01,459.058290345358
2009-06-01,648.017149727072
2009-07-01,622.177195512387
2009-08-01,745.291420452042
2009-09-01,764.74033570027
2009-10-01,628.227480196844
2009-11-01,520.1690770789689
2009-12-01,517.528216169202
2010-01-01,789.630161281846
2010-02-01,723.0561879022811
2010-03-01,680.229308467691
2010-04-01,655.09166082236
2010-05-01,442.98655054123003
2010-06-01,501.09652510519
2010-07-01,477.074051533327
2010-08-01,417.61778594207703
2010-09-01,325.88870404163896
2010-10-01,523.0972675561779
2010-11-01,339.349243151618
2010-12-01,610.473984297277
2011-01-01,873.839037658489
2011-02-01,350.948522992891
2011-03-01,429.10033162121005
2011-04-01,408.09844058012
2011-05-01,522.48278418544
2011-06-01,796.786189855355
2011-07-01,378.82717060970805
2011-08-01,423.781229582617
2011-09-01,391.578896870033
2011-10-01,346.281234580752
2011-11-01,495.21449631838
2011-12-01,579.1969989715809
2012-01-01,564.812595333744
2012-02-01,613.893292827167
2012-03-01,770.211884566976
2012-04-01,708.601735536352
2012-05-01,680.749172231634
2012-06-01,787.219185213195
2012-07-01,765.257058498427
2012-08-01,668.4319244421131
2012-09-01,976.4826585528
2012-10-01,826.502192016093
2012-11-01,948.291432245405
2012-12-01,745.383593529349
2013-01-01,961.2316031692591
2013-02-01,681.470629738169
2013-03-01,831.391403325492
2013-04-01,1026.0792212675399
2013-05-01,1054.36310835765
2013-06-01,1100.91794917772
2013-07-01,711.308095868539
2013-08-01,1297.98449816731
2013-09-01,967.5870302565339
2013-10-01,916.699211326092
2013-11-01,802.5035043608709
2013-12-01,697.3295549550369
2014-01-01,828.2124958730079
2014-02-01,970.4355033788
2014-03-01,948.091161525502
2014-04-01,1079.80490666453
2014-05-01,928.2371926519279
2014-06-01,806.1777475733529
2014-07-01,1497.04135193664
2014-08-01,1245.86435599341
2014-09-01,1397.11932570595
2014-10-01,1286.49798484928
2014-11-01,1317.74254559405
2014-12-01,1056.67515905351
2015-01-01,764.885085289063
2015-02-01,1515.0120763170598
2015-03-01,1109.4782740538699
2015-04-01,1035.62693698775
2015-05-01,1151.08881950086
2015-06-01,1160.66851524686
2015-07-01,1231.6671425060001
2015-08-01,1062.00437153158
2015-09-01,925.8380246564681
2015-10-01,1304.67916219451
2015-11-01,1229.3733592851
2015-12-01,1280.21082798265
2016-01-01,1412.7646486011402
2016-02-01,2089.06646474823
2016-03-01,1217.7706944594502
2016-04-01,1443.38988251435
2016-05-01,1695.7171175238097
2016-06-01,1275.70520848236
2016-07-01,1372.00341330485
2016-08-01,1228.42226015308
2016-09-01,1361.16533564006
2016-10-01,1120.42177977485
2016-11-01,967.980982671476
2016-12-01,2306.3333858066
2017-01-01,1468.2862090126598
2017-02-01,1056.13287525658
2017-03-01,1353.55624506247
2017-04-01,1656.66860812901
2017-05-01,1552.84679156068
2017-06-01,1612.08944164394
2017-07-01,1508.98302400787
2017-08-01,2001.55653240305
2017-09-01,1195.80511088054
2017-10-01,1691.5145779581399
2017-11-01,2050.74963406455
2017-12-01,1732.52391650939
2018-01-01,1271.16268361871
2018-02-01,1532.27100911707
2018-03-01,1503.89933440047
2018-04-01,1419.59200676197
2018-05-01,1818.05928329013
2018-06-01,1070.0059439765
2018-07-01,1200.1433168969302
2018-08-01,1390.7395922767
2018-09-01,1275.42718976929
2018-10-01,1829.8436869910502
2018-11-01,1623.1066343723999
2018-12-01,1328.81338961432
2019-01-01,1237.08828589612
2019-02-01,1300.2946016792998
2019-03-01,1045.99921008997
2019-04-01,1234.5600820528
2019-05-01,1495.4181199655402
2019-06-01,2107.02536527523
2019-07-01,1845.76231188728
2019-08-01,1442.97716047188
2019-09-01,1531.21584249112
2019-10-01,1788.4491474972301
2019-11-01,1072.40946074112
2019-12-01,1462.41443599634
2020-01-01,1607.65640825658
2020-02-01,1785.5204608864399
2020-03-01,1617.5633133997303
2020-04-01,975.4604553448911
2020-05-01,1027.84448106626
2020-06-01,1370.6194935977
2020-07-01,1978.58104614413
2020-08-01,1543.81387070594
2020-09-01,2187.79630115189
2020-10-01,1557.7534051640803
2020-11-01,1912.0582801623998
2020-12-01,2414.41718391308
2021-01-01,1995.1203213846302
2021-02-01,2127.49620655107
2021-03-01,2039.36343060999
2021-04-01,2045.0897833160398
2021-05-01,1622.02513702295
2021-06-01,1708.64851713443
2021-07-01,1827.3288907888102
2021-08-01,2224.6340656532802
2021-09-01,1763.9189881875197
2021-10-01,1853.65429560633
2021-11-01,2236.57286378392
2021-12-01,2003.1136116562698
2022-01-01,2515.5724768700798
2022-02-01,1836.64486134687
2022-03-01,2089.89777592549
2022-04-01,2515.01952275263
2022-05-01,1615.1359417037697
2022-06-01,1862.11349551374
2022-07-01,1195.7526173189501
2022-08-01,1301.2246848088
2022-09-01,1705.0104642774802
2022-10-01,1317.95600481309
2022-11-01,1181.0680789501
2022-12-01,990.451625124582
2023-01-01,1390.87565813173
2023-02-01,1044.79061706266
