DATE,CTBPPRIVSA
2006-05-01,833.050602775557
2006-06-01,742.842891674565
2006-07-01,704.764415654547
2006-08-01,700.7971612096981
2006-09-01,746.4612897621919
2006-10-01,745.804480856185
2006-11-01,574.8580652375621
2006-12-01,709.996373471937
2007-01-01,811.643830403243
2007-02-01,613.91746071076
2007-03-01,558.196391460345
2007-04-01,733.927938106826
2007-05-01,712.26997643226
2007-06-01,588.327764877461
2007-07-01,734.849021738494
2007-08-01,694.6679667010291
2007-09-01,512.084077752565
2007-10-01,516.7125891709919
2007-11-01,571.292568734868
2007-12-01,445.439792152204
2008-01-01,838.862312321371
2008-02-01,437.39857680912905
2008-03-01,488.67664753297
2008-04-01,346.071257789811
2008-05-01,479.651645978173
2008-06-01,593.445051168766
2008-07-01,382.30292961832396
2008-08-01,348.710334675679
2008-09-01,404.856206716597
2008-10-01,420.25438624075895
2008-11-01,514.688328678616
2008-12-01,193.455206867833
2009-01-01,170.109917691422
2009-02-01,354.936846969207
2009-03-01,215.81430637801498
2009-04-01,309.080523405515
2009-05-01,223.363766312277
2009-06-01,319.78730760471
2009-07-01,410.550277610667
2009-08-01,242.545332891811
2009-09-01,202.530691145968
2009-10-01,313.928694440461
2009-11-01,226.99583399971198
2009-12-01,297.600733333521
2010-01-01,289.672960949526
2010-02-01,327.969540410539
2010-03-01,281.250883121817
2010-04-01,323.638059475117
2010-05-01,249.512320487565
2010-06-01,184.266444886536
2010-07-01,260.16891171612
2010-08-01,235.294742897309
2010-09-01,355.61915197414805
2010-10-01,247.65015852009998
2010-11-01,283.875663524007
2010-12-01,227.531385690459
2011-01-01,234.33121370200502
2011-02-01,199.330439193305
2011-03-01,265.55395925114397
2011-04-01,231.11525731556702
2011-05-01,221.789060638824
2011-06-01,320.082618534473
2011-07-01,249.72956986498698
2011-08-01,229.830051259969
2011-09-01,384.74456922207
2011-10-01,153.12602256661899
2011-11-01,275.612630260094
2011-12-01,260.605872020233
2012-01-01,265.476933186456
2012-02-01,735.125564340629
2012-03-01,242.634286813441
2012-04-01,259.85417469004904
2012-05-01,333.16424002376203
2012-06-01,624.447161862201
2012-07-01,364.255811220631
2012-08-01,533.332247508001
2012-09-01,405.23188185466597
2012-10-01,476.953854321814
2012-11-01,404.46702709075106
2012-12-01,583.8851781024131
2013-01-01,426.75536877561206
2013-02-01,441.290022742241
2013-03-01,582.4601910362641
2013-04-01,403.19504223366897
2013-05-01,433.286745734079
2013-06-01,324.43126478802503
2013-07-01,423.78479884171304
2013-08-01,761.9698446224891
2013-09-01,295.908703581668
2013-10-01,424.372178655356
2013-11-01,337.115660987524
2013-12-01,348.56393128753194
2014-01-01,803.4328137187241
2014-02-01,306.56805515852903
2014-03-01,230.52054028885502
2014-04-01,386.589236257511
2014-05-01,373.33390665599
2014-06-01,1110.9512951598301
2014-07-01,305.649022006455
2014-08-01,355.062790878023
2014-09-01,435.88081213470804
2014-10-01,323.934552294724
2014-11-01,299.80389361037703
2014-12-01,335.447693270885
2015-01-01,361.31642458446504
2015-02-01,199.902161728344
2015-03-01,454.547553582211
2015-04-01,493.977475504733
2015-05-01,670.099612819894
2015-06-01,498.00765406933095
2015-07-01,651.173595415791
2015-08-01,263.329305552692
2015-09-01,489.559063679147
2015-10-01,492.836709515192
2015-11-01,639.923978691229
2015-12-01,580.084536384425
2016-01-01,196.21788425804598
2016-02-01,640.552058638065
2016-03-01,521.154919389105
2016-04-01,445.555341930295
2016-05-01,324.557188893118
2016-06-01,455.04341756251404
2016-07-01,259.889003852226
2016-08-01,323.553099418533
2016-09-01,616.830492056852
2016-10-01,387.19832510348294
2016-11-01,276.131707433605
2016-12-01,259.16580442579
2017-01-01,393.337499423246
2017-02-01,244.756253095894
2017-03-01,356.251542815653
2017-04-01,300.364868100945
2017-05-01,367.068977939122
2017-06-01,335.44921816685
2017-07-01,390.34660799049004
2017-08-01,454.50994536117895
2017-09-01,429.362856256857
2017-10-01,423.237746752851
2017-11-01,394.291866403843
2017-12-01,333.642204415606
2018-01-01,430.73780754373496
2018-02-01,626.535781782385
2018-03-01,272.245479927265
2018-04-01,342.690560862493
2018-05-01,359.018730780981
2018-06-01,408.928858622191
2018-07-01,451.61616618769096
2018-08-01,333.925787107146
2018-09-01,267.582102924525
2018-10-01,344.72405699473
2018-11-01,352.46383578092696
2018-12-01,555.5542833538971
2019-01-01,358.409825471103
2019-02-01,393.675807415122
2019-03-01,412.808121375847
2019-04-01,826.124731374371
2019-05-01,324.867292134855
2019-06-01,343.626981206525
2019-07-01,404.47050413353105
2019-08-01,368.022448013451
2019-09-01,475.546371473998
2019-10-01,955.1651566909551
2019-11-01,535.921499851553
2019-12-01,440.780646538901
2020-01-01,363.144734886099
2020-02-01,542.3655720759269
2020-03-01,535.947073420263
2020-04-01,436.114325505982
2020-05-01,639.774579969531
2020-06-01,399.124964457264
2020-07-01,476.841342180203
2020-08-01,571.78550417126
2020-09-01,811.1798508832179
2020-10-01,451.407071743728
2020-11-01,409.992468056036
2020-12-01,373.860017018556
2021-01-01,313.034473076965
2021-02-01,326.131294145835
2021-03-01,477.156960932994
2021-04-01,723.47345056747
2021-05-01,322.445372621319
2021-06-01,377.938262572247
2021-07-01,289.180491959803
2021-08-01,305.228895903367
2021-09-01,374.375093770131
2021-10-01,316.302224738117
2021-11-01,407.09152277675105
2021-12-01,458.754779953043
2022-01-01,571.697559283073
2022-02-01,407.502902007601
2022-03-01,297.842967599004
2022-04-01,414.296987383936
2022-05-01,339.937985575394
2022-06-01,404.91038365197306
2022-07-01,754.464557710371
2022-08-01,407.457885988462
2022-09-01,375.13257034505205
2022-10-01,394.026122196104
2022-11-01,451.736447357676
2022-12-01,483.697860392655
2023-01-01,822.7892250928039
2023-02-01,579.370323738845
