DATE,RIBPPRIVSA
2006-07-01,136.203341949677
2006-08-01,180.913398896094
2006-09-01,115.514895579328
2006-10-01,217.609890290015
2006-11-01,174.315001744609
2006-12-01,142.97929725115
2007-01-01,248.646541420201
2007-02-01,300.238728112868
2007-03-01,151.51931033775298
2007-04-01,165.527012505159
2007-05-01,145.53142210937
2007-06-01,127.463553811878
2007-07-01,128.283805587461
2007-08-01,150.886926204244
2007-09-01,117.33491587013
2007-10-01,99.1546546224752
2007-11-01,139.261545365973
2007-12-01,138.251722846153
2008-01-01,112.28365133433701
2008-02-01,104.58760235948401
2008-03-01,89.9945633442743
2008-04-01,124.109387603083
2008-05-01,112.575548559862
2008-06-01,118.61423502817301
2008-07-01,114.628731638218
2008-08-01,68.8936013711592
2008-09-01,79.4944509369284
2008-10-01,86.2069406309615
2008-11-01,50.9624722290982
2008-12-01,104.504276674617
2009-01-01,47.2535425490384
2009-02-01,45.4658028665727
2009-03-01,91.07103282073959
2009-04-01,65.2956469173128
2009-05-01,123.59629918416599
2009-06-01,60.0291960126062
2009-07-01,68.507762516597
2009-08-01,66.915122806503
2009-09-01,73.7225488928949
2009-10-01,82.93969668068259
2009-11-01,103.25852582536
2009-12-01,85.05942255424391
2010-01-01,83.548256838521
2010-02-01,96.76633053223509
2010-03-01,66.22222813418611
2010-04-01,67.431756346023
2010-05-01,66.348485963814
2010-06-01,96.36201774813641
2010-07-01,57.37867609330179
2010-08-01,71.570829382138
2010-09-01,83.7411788854457
2010-10-01,81.4939062238557
2010-11-01,59.6132465691842
2010-12-01,102.060290319856
2011-01-01,44.4955967783721
2011-02-01,52.749006026296605
2011-03-01,71.5077076183978
2011-04-01,63.1479218740135
2011-05-01,65.6723737251224
2011-06-01,56.725804983707
2011-07-01,67.4133132637136
2011-08-01,61.186746777234404
2011-09-01,67.02630393135199
2011-10-01,47.80026679580979
2011-11-01,86.6937534372776
2011-12-01,53.1298141288455
2012-01-01,71.7397370818068
2012-02-01,52.7718463598818
2012-03-01,55.1832784696282
2012-04-01,60.132524137129295
2012-05-01,58.478842441438104
2012-06-01,57.297996080157205
2012-07-01,69.7288459432927
2012-08-01,81.869470188736
2012-09-01,66.7846561462639
2012-10-01,55.8227306363747
2012-11-01,71.84114726439759
2012-12-01,78.3473324990989
2013-01-01,83.0123401796281
2013-02-01,130.088061139584
2013-03-01,66.9261989993346
2013-04-01,83.56347199213721
2013-05-01,72.61647871485741
2013-06-01,69.8497939152396
2013-07-01,68.6348830142564
2013-08-01,69.72362449094881
2013-09-01,55.1657777336629
2013-10-01,82.1303117300178
2013-11-01,72.6053854385143
2013-12-01,69.06435883028679
2014-01-01,69.2093220140127
2014-02-01,46.666172468917296
2014-03-01,88.8898314351075
2014-04-01,77.4277415682751
2014-05-01,79.0819900698109
2014-06-01,83.2825815564963
2014-07-01,92.9314048186711
2014-08-01,68.8031347529454
2014-09-01,71.9536107570419
2014-10-01,87.11888273496719
2014-11-01,60.399093085772705
2014-12-01,89.545786378766
2015-01-01,63.291062911108504
2015-02-01,28.0492424523209
2015-03-01,66.1901300834934
2015-04-01,74.97298332579258
2015-05-01,67.9963513913073
2015-06-01,102.770832507136
2015-07-01,74.06442454514291
2015-08-01,68.0071708044398
2015-09-01,98.33803929374609
2015-10-01,75.5860302116549
2015-11-01,93.8958589001726
2015-12-01,74.8081656706285
2016-01-01,81.24658916761099
2016-02-01,74.1641602124778
2016-03-01,88.5612437854621
2016-04-01,82.6815970693358
2016-05-01,93.04995705549909
2016-06-01,77.49303264867021
2016-07-01,67.759115177757
2016-08-01,89.22027842625
2016-09-01,89.5625065506767
2016-10-01,90.6467244076125
2016-11-01,100.61198317006
2016-12-01,112.299950151065
2017-01-01,114.91657358691201
2017-02-01,88.090364293751
2017-03-01,100.531866660444
2017-04-01,74.9912427491882
2017-05-01,91.35877580593099
2017-06-01,100.55886796710199
2017-07-01,104.004562143553
2017-08-01,127.621064412547
2017-09-01,90.21190850731679
2017-10-01,94.58856479008051
2017-11-01,87.01691648185191
2017-12-01,83.2405996254202
2018-01-01,77.16651562697099
2018-02-01,117.50251475604401
2018-03-01,117.345164000364
2018-04-01,106.612891620627
2018-05-01,126.380938910651
2018-06-01,77.96619116419541
2018-07-01,99.5569571189052
2018-08-01,144.519138712936
2018-09-01,67.3386724871854
2018-10-01,90.21508183325571
2018-11-01,85.4377299433963
2018-12-01,68.0989189813878
2019-01-01,85.4093041535947
2019-02-01,88.8271384550695
2019-03-01,67.7313435871939
2019-04-01,94.9076813626275
2019-05-01,91.4308989881205
2019-06-01,87.2039481870668
2019-07-01,116.66318272086599
2019-08-01,66.1402186185458
2019-09-01,126.333695393426
2019-10-01,103.480331546678
2019-11-01,97.6444554979948
2019-12-01,118.798661081322
2020-01-01,113.119863813264
2020-02-01,109.84790148314501
2020-03-01,103.48453232576401
2020-04-01,77.0867249624136
2020-05-01,87.42568725734509
2020-06-01,125.926106488642
2020-07-01,93.47254183924579
2020-08-01,99.3336852612808
2020-09-01,122.75897657598
2020-10-01,118.85378823266399
2020-11-01,124.55637758774401
2020-12-01,122.064127045055
2021-01-01,126.369924389171
2021-02-01,117.885055137451
2021-03-01,142.41067502957
2021-04-01,152.097277825118
2021-05-01,109.581393767967
2021-06-01,149.685837034226
2021-07-01,112.64716422584299
2021-08-01,118.299672092631
2021-09-01,77.77320408391691
2021-10-01,118.553746806089
2021-11-01,137.454198283887
2021-12-01,137.442586122562
2022-01-01,118.783697080634
2022-02-01,109.393342123281
2022-03-01,91.2499248863392
2022-04-01,118.00013413990601
2022-05-01,119.64846643651899
2022-06-01,81.595308326297
2022-07-01,101.270270881536
2022-08-01,104.711626190149
2022-09-01,122.157418086911
2022-10-01,87.2704035236351
2022-11-01,68.4592915176238
2022-12-01,83.96430149817701
2023-01-01,96.2974382617147
2023-02-01,109.564608740373
