DATE,NDBPPRIVSA
2006-07-01,211.528104630094
2006-08-01,279.907733380051
2006-09-01,300.884407950227
2006-10-01,222.601958485821
2006-11-01,276.016453559884
2006-12-01,498.454761964416
2007-01-01,389.246550474787
2007-02-01,359.947456905087
2007-03-01,218.74246904095799
2007-04-01,244.333045905657
2007-05-01,327.288112745284
2007-06-01,209.218821896906
2007-07-01,233.421498921422
2007-08-01,190.64867826719
2007-09-01,235.708203714146
2007-10-01,243.86096231924802
2007-11-01,464.38667842657895
2007-12-01,141.958914785335
2008-01-01,273.25264440059
2008-02-01,211.223244846687
2008-03-01,311.483585188325
2008-04-01,298.981198220211
2008-05-01,189.59250124225701
2008-06-01,154.42786633928
2008-07-01,221.35443393089298
2008-08-01,313.596677325744
2008-09-01,250.67712991111
2008-10-01,229.29680285260798
2008-11-01,201.960551673324
2008-12-01,139.275764543277
2009-01-01,4.06019659490091
2009-02-01,222.988418917238
2009-03-01,11.0951668455577
2009-04-01,108.31381885273899
2009-05-01,258.787942463093
2009-06-01,326.390736296868
2009-07-01,415.158612322883
2009-08-01,260.490176557285
2009-09-01,279.358313301603
2009-10-01,278.869549766595
2009-11-01,303.45721541665296
2009-12-01,280.85953390801996
2010-01-01,447.39788629888704
2010-02-01,42.7771471141757
2010-03-01,240.20838151742802
2010-04-01,337.110429420504
2010-05-01,218.934651474403
2010-06-01,252.122316215205
2010-07-01,311.892266156675
2010-08-01,290.30934843945
2010-09-01,278.922059323604
2010-10-01,282.039171516735
2010-11-01,321.546987761645
2010-12-01,750.513132889821
2011-01-01,286.517085376225
2011-02-01,322.79949977236
2011-03-01,335.572530593773
2011-04-01,260.377809510704
2011-05-01,440.375786169227
2011-06-01,376.50194777481204
2011-07-01,290.090248364837
2011-08-01,430.442683011738
2011-09-01,475.51728498934403
2011-10-01,353.562755443723
2011-11-01,467.058974786195
2011-12-01,594.5458797734191
2012-01-01,711.633430986006
2012-02-01,514.308771295164
2012-03-01,993.7086447739639
2012-04-01,556.681055095687
2012-05-01,406.41852043129205
2012-06-01,424.89760373077
2012-07-01,407.374273587016
2012-08-01,503.52022613109904
2012-09-01,480.60940897725
2012-10-01,623.396378620992
2012-11-01,491.05670248052496
2012-12-01,1675.93638119995
2013-01-01,440.682962674326
2013-02-01,849.577148113758
2013-03-01,626.570020651865
2013-04-01,661.918735038131
2013-05-01,911.4064591429891
2013-06-01,795.719847951031
2013-07-01,725.88769033888
2013-08-01,769.0815668240621
2013-09-01,634.868170639917
2013-10-01,897.444898090978
2013-11-01,844.015065603833
2013-12-01,624.7452765425679
2014-01-01,651.446050719147
2014-02-01,1138.58164150339
2014-03-01,992.9523862375979
2014-04-01,1010.72382100627
2014-05-01,710.003160302904
2014-06-01,1288.2096490188499
2014-07-01,1163.6854514025301
2014-08-01,762.79405034763
2014-09-01,947.150311217467
2014-10-01,970.811302356212
2014-11-01,686.615335537817
2014-12-01,1253.5519550908
2015-01-01,690.001874294019
2015-02-01,385.296387691621
2015-03-01,690.531127488158
2015-04-01,521.962097367984
2015-05-01,710.3118222670039
2015-06-01,630.8155196618541
2015-07-01,675.015554085079
2015-08-01,560.001080680914
2015-09-01,511.911642707519
2015-10-01,503.833562341601
2015-11-01,687.7361165420641
2015-12-01,231.040595534021
2016-01-01,1011.2363268879
2016-02-01,553.234831115385
2016-03-01,564.997427177666
2016-04-01,412.221397083156
2016-05-01,319.818431054058
2016-06-01,295.368713286285
2016-07-01,382.69060443391
2016-08-01,366.934337691894
2016-09-01,296.607484155903
2016-10-01,344.55963541561897
2016-11-01,373.973766845288
2016-12-01,361.180817962947
2017-01-01,382.780163651594
2017-02-01,651.880759780882
2017-03-01,223.088958837391
2017-04-01,339.513491010172
2017-05-01,316.052869650812
2017-06-01,276.538182180903
2017-07-01,227.873551247317
2017-08-01,243.749643717716
2017-09-01,246.19354516363398
2017-10-01,479.768005346969
2017-11-01,224.352366086875
2017-12-01,83.6053857796325
2018-01-01,202.900056219827
2018-02-01,197.741577611819
2018-03-01,208.660632953018
2018-04-01,249.308920925432
2018-05-01,354.998869344697
2018-06-01,257.35293239801
2018-07-01,229.68973649840999
2018-08-01,306.060571960567
2018-09-01,363.981058923714
2018-10-01,295.02482530852296
2018-11-01,143.520598279543
2018-12-01,257.291397145197
2019-01-01,252.586958930397
2019-02-01,153.412823117235
2019-03-01,126.454226537427
2019-04-01,213.282226276031
2019-05-01,200.249491160719
2019-06-01,180.25962912925598
2019-07-01,208.019172737789
2019-08-01,256.88632917165796
2019-09-01,315.57665920124697
2019-10-01,184.456677922892
2019-11-01,262.50520906672904
2019-12-01,80.4359640136477
2020-01-01,183.95492550514302
2020-02-01,225.12864647940103
2020-03-01,348.775499379868
2020-04-01,318.435422745241
2020-05-01,154.861595835235
2020-06-01,343.031438696521
2020-07-01,314.822010927792
2020-08-01,257.166818258167
2020-09-01,279.969909928464
2020-10-01,319.766017621325
2020-11-01,320.87457351417
2020-12-01,395.590577467894
2021-01-01,966.571220129498
2021-02-01,302.598274511517
2021-03-01,354.81917527223
2021-04-01,257.785964575103
2021-05-01,332.61138915684
2021-06-01,217.75545366481097
2021-07-01,252.057380998279
2021-08-01,229.90646481265597
2021-09-01,152.274514990121
2021-10-01,177.271423488571
2021-11-01,328.376075617408
2021-12-01,478.15393183250296
2022-01-01,147.958183049139
2022-02-01,240.861434808368
2022-03-01,238.219712829611
2022-04-01,196.32286637662497
2022-05-01,229.314478699475
2022-06-01,529.263926003714
2022-07-01,275.077675290994
2022-08-01,233.551533756655
2022-09-01,236.098728435635
2022-10-01,506.55720113217
2022-11-01,208.622675520224
2022-12-01,241.045454664249
2023-01-01,553.141947671564
2023-02-01,924.0902786826911
