DATE,OKBPPRIVSA
2006-02-01,1423.8862773306798
2006-03-01,1473.77578773699
2006-04-01,1326.1882152636801
2006-05-01,1549.09432774367
2006-06-01,1467.77003874552
2006-07-01,1271.12008062473
2006-08-01,1261.12510779105
2006-09-01,1082.78452049813
2006-10-01,1069.57306301305
2006-11-01,1101.85686086288
2006-12-01,996.855040142941
2007-01-01,1086.83334661554
2007-02-01,1441.60471718
2007-03-01,1289.28245861686
2007-04-01,1259.12427158431
2007-05-01,1193.7678335639
2007-06-01,1165.15432243677
2007-07-01,1129.14506567896
2007-08-01,1102.3439844029801
2007-09-01,1530.34237605979
2007-10-01,1287.69888666036
2007-11-01,1107.78998653865
2007-12-01,732.1409527898261
2008-01-01,1008.2122766955802
2008-02-01,855.508105020921
2008-03-01,979.643268197933
2008-04-01,775.1547514016851
2008-05-01,708.3338244076131
2008-06-01,759.613309097078
2008-07-01,794.6472125822239
2008-08-01,1053.50804770558
2008-09-01,710.820784509891
2008-10-01,633.266034862681
2008-11-01,541.85815499238
2008-12-01,650.8459280503321
2009-01-01,491.602740591996
2009-02-01,613.095266893153
2009-03-01,543.9030324993689
2009-04-01,556.962239932811
2009-05-01,802.139500392288
2009-06-01,978.711958194256
2009-07-01,722.2226827897749
2009-08-01,835.618400559762
2009-09-01,600.128502801383
2009-10-01,803.8052121755679
2009-11-01,714.2643893501739
2009-12-01,988.07033330959
2010-01-01,592.262957371781
2010-02-01,903.714902441327
2010-03-01,814.094358909151
2010-04-01,755.1827947059061
2010-05-01,639.26570496743
2010-06-01,671.312091373597
2010-07-01,725.390982101915
2010-08-01,632.367268561266
2010-09-01,637.574508733488
2010-10-01,517.045148944008
2010-11-01,572.333357050663
2010-12-01,714.786845565593
2011-01-01,566.139555241481
2011-02-01,556.154028847168
2011-03-01,619.752660094434
2011-04-01,907.487128196269
2011-05-01,808.475392906931
2011-06-01,884.0544447884621
2011-07-01,607.209599222128
2011-08-01,550.287138908679
2011-09-01,578.766044872374
2011-10-01,613.404695780774
2011-11-01,1110.24512269845
2011-12-01,627.217399711717
2012-01-01,800.40051330891
2012-02-01,681.856031048158
2012-03-01,634.0403822529651
2012-04-01,800.598655808671
2012-05-01,1235.02199326395
2012-06-01,690.7998420821609
2012-07-01,749.4009245185
2012-08-01,919.304889639665
2012-09-01,1295.43010104583
2012-10-01,1018.91437338274
2012-11-01,1185.73538652446
2012-12-01,684.03219368488
2013-01-01,1403.0155086196398
2013-02-01,1183.56696138789
2013-03-01,1076.14935199884
2013-04-01,1104.92656275691
2013-05-01,997.1422222324941
2013-06-01,867.789620799673
2013-07-01,1234.32794258777
2013-08-01,1177.58694251987
2013-09-01,1140.33060350003
2013-10-01,1010.78005012985
2013-11-01,1277.0488777204598
2013-12-01,928.89410642258
2014-01-01,1173.5883342083198
2014-02-01,859.7890553715421
2014-03-01,1275.2380149267099
2014-04-01,1078.06223879276
2014-05-01,1162.21468575165
2014-06-01,1268.07502413173
2014-07-01,1010.1034551498801
2014-08-01,904.3674278229751
2014-09-01,1263.3842197045199
2014-10-01,1272.92766050395
2014-11-01,1016.1411176190101
2014-12-01,1776.68005449993
2015-01-01,990.003353369828
2015-02-01,1054.17883108039
2015-03-01,907.484309656593
2015-04-01,827.537000204448
2015-05-01,643.741353982596
2015-06-01,888.4235398345539
2015-07-01,1230.5108050307401
2015-08-01,1293.63690404916
2015-09-01,1098.9971812927802
2015-10-01,1111.60383778105
2015-11-01,950.171810659644
2015-12-01,1218.93489800184
2016-01-01,1030.58674274288
2016-02-01,1105.31679467791
2016-03-01,896.126111279898
2016-04-01,1073.19561533015
2016-05-01,1004.1208967379699
2016-06-01,1168.3017573286302
2016-07-01,1081.12486529981
2016-08-01,1524.62409378211
2016-09-01,852.2861478473241
2016-10-01,908.24638585337
2016-11-01,787.987831448532
2016-12-01,852.072049953095
2017-01-01,974.4457673476049
2017-02-01,1029.5101132280001
2017-03-01,884.426350585085
2017-04-01,919.8286248429949
2017-05-01,1184.92746667303
2017-06-01,986.240832661882
2017-07-01,773.106322772787
2017-08-01,786.6943505771969
2017-09-01,788.800797797363
2017-10-01,1014.2258654883699
2017-11-01,959.914441355997
2017-12-01,865.513821352333
2018-01-01,935.859664898634
2018-02-01,912.9336051519459
2018-03-01,797.230790113482
2018-04-01,914.2079420880569
2018-05-01,954.027566723628
2018-06-01,789.0247601841071
2018-07-01,789.7071516273011
2018-08-01,804.8333795431649
2018-09-01,735.8375902223551
2018-10-01,1076.91966759119
2018-11-01,897.19410628225
2018-12-01,745.308337130718
2019-01-01,780.333292845799
2019-02-01,1182.6157439414999
2019-03-01,1115.3071549444
2019-04-01,873.010051525654
2019-05-01,864.765755343112
2019-06-01,801.9266000133999
2019-07-01,1104.79071246221
2019-08-01,1087.16360984788
2019-09-01,1048.12552882375
2019-10-01,1069.47599804307
2019-11-01,1094.1137645230901
2019-12-01,948.60709006716
2020-01-01,903.599406452188
2020-02-01,971.798787247614
2020-03-01,1258.10713796014
2020-04-01,1013.67491175965
2020-05-01,669.589978276324
2020-06-01,1143.13812078156
2020-07-01,1254.65705647627
2020-08-01,1091.43870879769
2020-09-01,1486.84893439944
2020-10-01,1211.10038044726
2020-11-01,1321.26690465113
2020-12-01,1387.89914610105
2021-01-01,1371.43619259726
2021-02-01,1210.08453062981
2021-03-01,1316.22896953585
2021-04-01,1360.19345523525
2021-05-01,1098.43442584586
2021-06-01,1252.4052982907199
2021-07-01,1225.38081571497
2021-08-01,1278.41189852552
2021-09-01,1291.91347525998
2021-10-01,1154.3817838582302
2021-11-01,1270.55629641973
2021-12-01,1399.5210837961301
2022-01-01,1374.72257672074
2022-02-01,1233.51232303404
2022-03-01,1211.1144989605198
2022-04-01,1151.55086905171
2022-05-01,1272.09839159842
2022-06-01,1549.7580196153601
2022-07-01,906.868214770334
2022-08-01,1070.46163547273
2022-09-01,936.640258549984
2022-10-01,873.8945267474201
2022-11-01,822.569635607612
2022-12-01,1112.43369237922
2023-01-01,707.9322899821279
2023-02-01,876.50528088004
