DATE,MDBPPRIVSA
2005-04-01,2582.91177793536
2005-05-01,2753.82588961774
2005-06-01,2518.5930439857502
2005-07-01,2123.9369124408
2005-08-01,2793.8359587840196
2005-09-01,2298.64226436189
2005-10-01,2421.62525152023
2005-11-01,2518.59477045501
2005-12-01,2479.7248990435
2006-01-01,2249.60031270824
2006-02-01,2409.11524248142
2006-03-01,2159.83039531125
2006-04-01,2719.5265584887698
2006-05-01,2336.15228543695
2006-06-01,2530.75075687944
2006-07-01,1507.4648255203301
2006-08-01,2134.2131844620003
2006-09-01,2338.2545947064
2006-10-01,1857.1613652064602
2006-11-01,1975.44592646077
2006-12-01,3188.1854737927197
2007-01-01,1619.9431694437899
2007-02-01,2035.28898007433
2007-03-01,2074.9297655330897
2007-04-01,1510.16613648354
2007-05-01,2707.08246759154
2007-06-01,1382.48460711776
2007-07-01,1620.4610839520801
2007-08-01,1706.91047379949
2007-09-01,919.709570248713
2007-10-01,1678.0097885867801
2007-11-01,1300.81436183616
2007-12-01,1287.15402988564
2008-01-01,1420.36433375435
2008-02-01,1351.20233328335
2008-03-01,1138.9734765144
2008-04-01,1134.69631841674
2008-05-01,1022.51759777095
2008-06-01,1257.1674714823598
2008-07-01,1456.08041891016
2008-08-01,947.3513580984959
2008-09-01,1066.29333535451
2008-10-01,833.6074900387359
2008-11-01,700.3295254189619
2008-12-01,811.724997737593
2009-01-01,948.989569809759
2009-02-01,669.35086272044
2009-03-01,611.286398761073
2009-04-01,769.597313087292
2009-05-01,594.8701803167739
2009-06-01,893.153559076963
2009-07-01,727.764710236754
2009-08-01,640.720818132954
2009-09-01,830.443420330222
2009-10-01,780.9990054552981
2009-11-01,912.961202059418
2009-12-01,1922.5684171305602
2010-01-01,889.127240767446
2010-02-01,699.838005748457
2010-03-01,1388.5770685769
2010-04-01,953.614196498513
2010-05-01,1253.4345956503
2010-06-01,884.9439369738781
2010-07-01,991.9505119674541
2010-08-01,1056.56516805624
2010-09-01,774.3325665337179
2010-10-01,833.19922474906
2010-11-01,859.6900452259649
2010-12-01,679.4125415134121
2011-01-01,867.381104053708
2011-02-01,760.5212346329021
2011-03-01,872.609692806163
2011-04-01,799.6428491101269
2011-05-01,1083.2881281272698
2011-06-01,640.553126545485
2011-07-01,997.995816279041
2011-08-01,1144.1103899398
2011-09-01,816.795746220642
2011-10-01,925.4738139969741
2011-11-01,873.2288758006939
2011-12-01,1754.0100847739402
2012-01-01,1029.8515222461801
2012-02-01,1210.01237454231
2012-03-01,975.396482761205
2012-04-01,938.010223413147
2012-05-01,995.358698443506
2012-06-01,1077.016220256
2012-07-01,1148.30881212437
2012-08-01,1116.93616678789
2012-09-01,1224.64009694362
2012-10-01,1232.23815048815
2012-11-01,1486.4650567011302
2012-12-01,1575.51072272543
2013-01-01,1234.23706546235
2013-02-01,1175.72925984626
2013-03-01,1670.89306978276
2013-04-01,1727.08230473223
2013-05-01,1276.37479835078
2013-06-01,1621.72093621354
2013-07-01,1239.8197479384598
2013-08-01,1254.12719961239
2013-09-01,2213.60103136314
2013-10-01,1850.1472880431602
2013-11-01,1485.19652790307
2013-12-01,1344.77181790547
2014-01-01,1432.1873247666902
2014-02-01,1563.54354138222
2014-03-01,1051.52781283134
2014-04-01,1241.50216283699
2014-05-01,1102.52726343033
2014-06-01,1146.9682438629
2014-07-01,1933.59516659575
2014-08-01,1230.04871935249
2014-09-01,1800.26584673494
2014-10-01,1279.87654491562
2014-11-01,1603.76053193736
2014-12-01,1246.38549342125
2015-01-01,1408.76555068051
2015-02-01,1105.99776091609
2015-03-01,1012.5924390627999
2015-04-01,1333.26448341305
2015-05-01,1354.7672983292698
2015-06-01,1583.93044251854
2015-07-01,1397.15983145556
2015-08-01,1527.76824930189
2015-09-01,1308.74395951334
2015-10-01,1434.45329280236
2015-11-01,1166.14236967108
2015-12-01,1321.19340002326
2016-01-01,1186.8353847843302
2016-02-01,1368.7724682564901
2016-03-01,1276.91501516228
2016-04-01,1262.9678974026801
2016-05-01,2298.43872103263
2016-06-01,1298.12865500054
2016-07-01,1065.3945007209
2016-08-01,1069.19320118974
2016-09-01,986.9488322335831
2016-10-01,1145.8071390811501
2016-11-01,1117.60638458028
2016-12-01,1181.58093217326
2017-01-01,1122.76154768549
2017-02-01,1295.23020452164
2017-03-01,1527.0054347747698
2017-04-01,1299.40038639895
2017-05-01,1562.47181803303
2017-06-01,1343.0868057250698
2017-07-01,1475.75847499509
2017-08-01,1480.8517874228303
2017-09-01,1677.98628430447
2017-10-01,1060.93060192148
2017-11-01,1276.1788571139
2017-12-01,895.490687119096
2018-01-01,1427.7389505876001
2018-02-01,1315.5966978385
2018-03-01,1709.62179572004
2018-04-01,1491.88865750183
2018-05-01,1162.41638285876
2018-06-01,1185.91134266937
2018-07-01,1923.53929896481
2018-08-01,2097.97795891662
2018-09-01,1413.71916722052
2018-10-01,1443.94597048013
2018-11-01,1759.4988566598001
2018-12-01,1436.0275835258499
2019-01-01,1757.9447464980801
2019-02-01,1112.7619843483599
2019-03-01,1505.9717993067002
2019-04-01,1755.9254556201902
2019-05-01,1958.5595984855
2019-06-01,1592.78515238987
2019-07-01,1388.73988536429
2019-08-01,1257.25460623726
2019-09-01,1311.2354596497999
2019-10-01,1695.7021387309699
2019-11-01,1402.1827729725599
2019-12-01,1658.6152659639902
2020-01-01,1416.94906952626
2020-02-01,1444.5452770862398
2020-03-01,1369.3581630008698
2020-04-01,1107.51807973733
2020-05-01,1403.1956435985599
2020-06-01,1282.37376665204
2020-07-01,1429.0951697457901
2020-08-01,1649.96537060766
2020-09-01,1742.10124784548
2020-10-01,1994.6692659691
2020-11-01,1735.23040007944
2020-12-01,1876.42616181785
2021-01-01,1269.72427500251
2021-02-01,1997.0208739727
2021-03-01,1376.74157278431
2021-04-01,1352.7527239677802
2021-05-01,1282.42172263241
2021-06-01,1593.51395366772
2021-07-01,1367.15084767078
2021-08-01,1584.49361972845
2021-09-01,1606.5600396951002
2021-10-01,1349.9422296977802
2021-11-01,1339.74865693896
2021-12-01,1246.5154069584
2022-01-01,2003.41425538064
2022-02-01,1810.80696534133
2022-03-01,1898.3507413569698
2022-04-01,2022.73483101298
2022-05-01,1465.40811620801
2022-06-01,1736.08570521446
2022-07-01,2196.54430321975
2022-08-01,1102.3323393717
2022-09-01,1471.17416289552
2022-10-01,1043.21749721429
2022-11-01,1400.2066758141
2022-12-01,1380.78231146914
2023-01-01,1460.96515350875
2023-02-01,1443.98780868104
