DATE,WIBPPRIVSA
2005-04-01,2999.2153433264198
2005-05-01,3012.4372311236402
2005-06-01,3286.5239716115802
2005-07-01,3007.8632767303397
2005-08-01,3039.40081183338
2005-09-01,3105.8250269766804
2005-10-01,3007.03280200443
2005-11-01,2879.0906115857897
2005-12-01,2725.38357124445
2006-01-01,2810.55874314005
2006-02-01,3107.02973797627
2006-03-01,2983.30664683292
2006-04-01,2301.0745255514003
2006-05-01,2610.09273394961
2006-06-01,2303.97131669508
2006-07-01,2042.3930883367102
2006-08-01,2335.55192413653
2006-09-01,1683.3114481857801
2006-10-01,2305.41348643641
2006-11-01,2205.15191301704
2006-12-01,1933.6029843765698
2007-01-01,2230.3180073888398
2007-02-01,1822.08047497237
2007-03-01,1902.5714015695899
2007-04-01,1861.37229960349
2007-05-01,1959.3471412314002
2007-06-01,1754.80359752035
2007-07-01,1735.63139697201
2007-08-01,1781.5375918577201
2007-09-01,1650.26144617919
2007-10-01,1736.68696115002
2007-11-01,1345.59336027491
2007-12-01,1473.5787908090601
2008-01-01,1475.3131430474
2008-02-01,1563.1260954585
2008-03-01,1225.23389058201
2008-04-01,1442.0600850796802
2008-05-01,1426.87628142019
2008-06-01,1203.9827235103098
2008-07-01,1887.0756896316898
2008-08-01,1200.1418640108802
2008-09-01,1255.10312792069
2008-10-01,1100.8944708353501
2008-11-01,822.062000233961
2008-12-01,684.259743072922
2009-01-01,505.764685302158
2009-02-01,1016.63502727144
2009-03-01,710.802979883467
2009-04-01,632.314792007509
2009-05-01,784.697233405927
2009-06-01,1038.40442036412
2009-07-01,1029.41287872735
2009-08-01,969.61977543862
2009-09-01,1066.94255367542
2009-10-01,833.3331246549229
2009-11-01,996.892287805489
2009-12-01,1311.28201365102
2010-01-01,835.1867591122051
2010-02-01,928.338436283831
2010-03-01,1037.3213305961
2010-04-01,1158.97592550175
2010-05-01,841.688710429543
2010-06-01,976.8441682273351
2010-07-01,983.1673996611979
2010-08-01,805.761887030901
2010-09-01,742.713908491053
2010-10-01,1015.91174752373
2010-11-01,850.539086190529
2010-12-01,907.931037142507
2011-01-01,1099.74381230102
2011-02-01,870.010901782719
2011-03-01,926.4472936422819
2011-04-01,982.551346891769
2011-05-01,997.131973491305
2011-06-01,916.0566439027721
2011-07-01,779.861214120207
2011-08-01,1005.88759187063
2011-09-01,930.336092593844
2011-10-01,896.112892026762
2011-11-01,849.171648805834
2011-12-01,845.2690847380119
2012-01-01,747.35701916893
2012-02-01,1146.95207306827
2012-03-01,1086.92427073324
2012-04-01,918.3414451098159
2012-05-01,1095.04147056344
2012-06-01,809.607369621651
2012-07-01,865.856996223313
2012-08-01,1129.33633113842
2012-09-01,1060.82635475547
2012-10-01,1163.80595427258
2012-11-01,1180.00060903188
2012-12-01,1029.49645042144
2013-01-01,1031.81760557327
2013-02-01,1001.4524920231199
2013-03-01,854.245132643787
2013-04-01,1425.7448702649099
2013-05-01,988.210315603297
2013-06-01,1082.93167533889
2013-07-01,1333.28683104782
2013-08-01,1098.31033518953
2013-09-01,1223.37261599149
2013-10-01,1246.1459034816198
2013-11-01,1253.49375001132
2013-12-01,1389.27227107361
2014-01-01,1133.3409116269
2014-02-01,1072.2964794213099
2014-03-01,1404.46475159026
2014-04-01,1133.72375462295
2014-05-01,1321.2274269546
2014-06-01,1254.8922908816498
2014-07-01,1228.7783774411
2014-08-01,1331.59607709136
2014-09-01,1234.46090460084
2014-10-01,1139.32231408936
2014-11-01,883.910538349391
2014-12-01,1343.13179246375
2015-01-01,1572.5574467148401
2015-02-01,1409.1566915776502
2015-03-01,1166.33679892088
2015-04-01,1270.22617895409
2015-05-01,1209.02653333953
2015-06-01,1310.00626239901
2015-07-01,1616.19515058895
2015-08-01,1133.56368887928
2015-09-01,1404.16668048455
2015-10-01,1167.06176483642
2015-11-01,1450.90574037443
2015-12-01,1400.9182066831302
2016-01-01,1921.17471807487
2016-02-01,1380.6842309972699
2016-03-01,1373.43677713865
2016-04-01,1383.0046849706303
2016-05-01,1472.22376841555
2016-06-01,1583.50123476094
2016-07-01,1107.02682586727
2016-08-01,1677.68500396487
2016-09-01,1400.9918329697
2016-10-01,1684.97320689852
2016-11-01,1371.8159958839099
2016-12-01,1410.8433117129098
2017-01-01,1314.7474647311
2017-02-01,1803.0821972603799
2017-03-01,1610.01055218186
2017-04-01,1441.2243217099099
2017-05-01,1531.38413933984
2017-06-01,1539.7003606938902
2017-07-01,1428.39635957918
2017-08-01,1250.03814919765
2017-09-01,1479.89966393234
2017-10-01,1511.14969275561
2017-11-01,1399.4333099213097
2017-12-01,1660.40876227545
2018-01-01,1443.7408783478197
2018-02-01,1529.2055525293201
2018-03-01,1606.2996260678
2018-04-01,1693.87684401537
2018-05-01,1621.54374204577
2018-06-01,1586.76949712374
2018-07-01,1552.2849369984199
2018-08-01,1474.8090325608403
2018-09-01,1518.3204308786499
2018-10-01,1308.89591857411
2018-11-01,1387.0077762741
2018-12-01,1163.23665975184
2019-01-01,1341.02428896643
2019-02-01,1228.89716334677
2019-03-01,1172.5859436650699
2019-04-01,1598.3819037104001
2019-05-01,1329.10593262304
2019-06-01,1284.35333080724
2019-07-01,1331.31926488163
2019-08-01,1418.92283106553
2019-09-01,1352.88733570509
2019-10-01,1388.49652669175
2019-11-01,2307.68462835518
2019-12-01,1491.3502976279199
2020-01-01,1636.30005174962
2020-02-01,1504.82664983419
2020-03-01,1492.89865756196
2020-04-01,1069.37866851371
2020-05-01,1365.49249579712
2020-06-01,1492.82166737608
2020-07-01,2060.4708763920003
2020-08-01,1744.51109175943
2020-09-01,1810.4263040568399
2020-10-01,1895.76735529265
2020-11-01,1737.08316929134
2020-12-01,1647.8508120327401
2021-01-01,1968.0938425978302
2021-02-01,2068.62691010802
2021-03-01,2156.2022579826503
2021-04-01,2132.58787034951
2021-05-01,1894.8741775959
2021-06-01,1961.16438675475
2021-07-01,2094.79895318432
2021-08-01,2093.8443037877
2021-09-01,1705.13289656161
2021-10-01,2084.04580385849
2021-11-01,1943.33143204763
2021-12-01,3802.7353101772496
2022-01-01,1841.52090556963
2022-02-01,1849.09066820857
2022-03-01,1835.6747101328
2022-04-01,1808.13590691095
2022-05-01,1979.77535570793
2022-06-01,1695.47003372854
2022-07-01,1604.75684325724
2022-08-01,1642.1079014667002
2022-09-01,1861.23123066156
2022-10-01,1370.80058002285
2022-11-01,2093.4787717866698
2022-12-01,1695.30081751512
2023-01-01,1683.0251041895099
2023-02-01,1780.2600537663398
