DATE,MOBPPRIVSA
2005-03-01,2747.75419879661
2005-04-01,2843.60892723094
2005-05-01,2436.41600340508
2005-06-01,2551.45282364684
2005-07-01,2373.47826116571
2005-08-01,2465.42476667221
2005-09-01,2416.35957836245
2005-10-01,2434.86346983425
2005-11-01,2668.6994279056603
2005-12-01,2531.3014263310997
2006-01-01,2591.3984719154896
2006-02-01,3011.4650350642
2006-03-01,2867.6944255213
2006-04-01,1790.22332707504
2006-05-01,2717.3177347953697
2006-06-01,2084.7433079380303
2006-07-01,2223.91096364934
2006-08-01,2610.72944575215
2006-09-01,1889.0839459834199
2006-10-01,1784.5178173276001
2006-11-01,1573.93917395483
2006-12-01,2144.30382631369
2007-01-01,1733.3633080907998
2007-02-01,1702.49389326354
2007-03-01,1943.4939386753301
2007-04-01,1882.1204311507602
2007-05-01,1750.06852775695
2007-06-01,1590.28393988967
2007-07-01,1627.9577890280402
2007-08-01,1383.07786816889
2007-09-01,1328.7173854263401
2007-10-01,1775.15023101629
2007-11-01,1328.2194036295698
2007-12-01,1013.9444995262801
2008-01-01,1658.2087644745498
2008-02-01,1095.8546328939399
2008-03-01,877.708584569328
2008-04-01,1204.53628169766
2008-05-01,962.024922776907
2008-06-01,982.5602766033791
2008-07-01,1017.8641973980801
2008-08-01,1040.71093891225
2008-09-01,885.886432503145
2008-10-01,814.7721112436329
2008-11-01,819.780024562063
2008-12-01,456.952562884508
2009-01-01,547.288033414685
2009-02-01,568.145368926679
2009-03-01,455.77142210207
2009-04-01,535.069288248897
2009-05-01,618.467271649394
2009-06-01,847.8105234231059
2009-07-01,847.5128548316319
2009-08-01,645.392437559627
2009-09-01,745.848927370173
2009-10-01,667.413532788376
2009-11-01,679.077488804816
2009-12-01,1268.79008790873
2010-01-01,589.8582285161799
2010-02-01,709.5682098813769
2010-03-01,942.3622698765249
2010-04-01,684.097413400932
2010-05-01,608.2896236560231
2010-06-01,597.210651984448
2010-07-01,616.710053524713
2010-08-01,750.278337953831
2010-09-01,751.390921737384
2010-10-01,596.218103120971
2010-11-01,666.415614027977
2010-12-01,730.177629022345
2011-01-01,450.823165755099
2011-02-01,1051.54717577104
2011-03-01,653.864832637497
2011-04-01,728.6440080530409
2011-05-01,654.5936331168119
2011-06-01,828.703681838504
2011-07-01,683.158153880036
2011-08-01,678.415757062604
2011-09-01,655.9544217809449
2011-10-01,550.414615300768
2011-11-01,667.204765102221
2011-12-01,582.109530834372
2012-01-01,776.7535117301469
2012-02-01,1024.1294176885401
2012-03-01,852.089707896152
2012-04-01,639.373912098604
2012-05-01,926.7379256106431
2012-06-01,781.131716788341
2012-07-01,660.814145935011
2012-08-01,1017.04477369284
2012-09-01,925.7541184006881
2012-10-01,1795.64719804508
2012-11-01,1137.23627735803
2012-12-01,1005.88855717419
2013-01-01,1149.78336450091
2013-02-01,1115.79033456586
2013-03-01,1022.34547974494
2013-04-01,1020.07927108181
2013-05-01,1037.77548903393
2013-06-01,868.2940509521561
2013-07-01,949.941132707134
2013-08-01,923.439295197565
2013-09-01,1169.96120680199
2013-10-01,1397.76736812067
2013-11-01,1041.1421520045199
2013-12-01,873.7715887770661
2014-01-01,1326.79908424259
2014-02-01,1030.2397870455
2014-03-01,1084.45960383085
2014-04-01,1479.83749473837
2014-05-01,1351.50387960955
2014-06-01,1506.37489590567
2014-07-01,1358.6611328362599
2014-08-01,962.6199771945911
2014-09-01,1573.66601668752
2014-10-01,1281.65149835926
2014-11-01,1118.45514531779
2014-12-01,1259.55875660178
2015-01-01,1059.7333438160902
2015-02-01,1191.26081423157
2015-03-01,1267.68441696216
2015-04-01,1144.50838127994
2015-05-01,1027.0740850398
2015-06-01,1645.56807563177
2015-07-01,1660.8585077754599
2015-08-01,1369.11746195555
2015-09-01,1345.20109983998
2015-10-01,1274.67764209025
2015-11-01,1684.87773495345
2015-12-01,2275.45336156251
2016-01-01,1412.59036200014
2016-02-01,1269.8759027008
2016-03-01,1754.57975484514
2016-04-01,1943.6428529276898
2016-05-01,1788.01057597394
2016-06-01,1494.6223650435002
2016-07-01,1690.5786624174
2016-08-01,1467.46579300108
2016-09-01,1521.40742325866
2016-10-01,1496.6330007616
2016-11-01,1817.2837524999802
2016-12-01,1733.8817670291
2017-01-01,1405.0826555402402
2017-02-01,1613.55155312444
2017-03-01,1260.32358736116
2017-04-01,1311.04724799421
2017-05-01,1608.25949395691
2017-06-01,1254.7141736891
2017-07-01,1255.8146765095698
2017-08-01,1688.45225453379
2017-09-01,1453.4237217045902
2017-10-01,2108.60264362028
2017-11-01,1305.45302943269
2017-12-01,1529.08691856966
2018-01-01,1098.25475984606
2018-02-01,1256.0268275398
2018-03-01,1602.9436686759198
2018-04-01,1421.3150801552697
2018-05-01,1427.68165713534
2018-06-01,1654.05622091668
2018-07-01,988.0404707339909
2018-08-01,1339.08929464069
2018-09-01,843.199829960934
2018-10-01,1396.5460766585998
2018-11-01,1380.6042706237
2018-12-01,738.251136440456
2019-01-01,1418.3297731776902
2019-02-01,1206.42844089657
2019-03-01,1597.4698564596697
2019-04-01,1062.98063183685
2019-05-01,1296.14400683322
2019-06-01,1057.4003457531
2019-07-01,1444.36211476572
2019-08-01,1415.31977802021
2019-09-01,1311.93557176926
2019-10-01,1530.9091764962698
2019-11-01,1136.16647596373
2019-12-01,1470.6947039239099
2020-01-01,1752.1938926870098
2020-02-01,1871.7779583410997
2020-03-01,1060.1347073858199
2020-04-01,1188.60396883256
2020-05-01,1281.40560307961
2020-06-01,1444.95512032448
2020-07-01,2493.32582478906
2020-08-01,1372.1170002199099
2020-09-01,1570.10935398146
2020-10-01,1244.31652652552
2020-11-01,1663.89771366685
2020-12-01,1398.5467889164902
2021-01-01,1385.5136061497
2021-02-01,1536.07723219736
2021-03-01,2099.55377198693
2021-04-01,2106.19360554094
2021-05-01,1472.23526857216
2021-06-01,1148.91542062292
2021-07-01,1545.37389317278
2021-08-01,1698.01725726803
2021-09-01,2048.10527077543
2021-10-01,1773.2301999138897
2021-11-01,1735.58835303307
2021-12-01,2153.87637437354
2022-01-01,2291.68593678717
2022-02-01,1945.3375328782502
2022-03-01,1639.5732378641599
2022-04-01,1978.15719105668
2022-05-01,1679.91590888721
2022-06-01,1841.70737999788
2022-07-01,1774.93983331821
2022-08-01,1741.7843648769901
2022-09-01,1497.3962161529598
2022-10-01,1344.3567291782301
2022-11-01,1463.15264052721
2022-12-01,1228.6831530847198
2023-01-01,1246.2990620308801
2023-02-01,1466.91353075863
