DATE,AZBPPRIVSA
2003-04-01,5062.4694457778105
2003-05-01,5464.17481795674
2003-06-01,6325.615513122751
2003-07-01,6052.33843192389
2003-08-01,5841.47588481675
2003-09-01,6453.11336667729
2003-10-01,6983.47646733509
2003-11-01,6803.7444572123795
2003-12-01,7330.12130932475
2004-01-01,6202.40482537974
2004-02-01,5985.5582092207105
2004-03-01,7147.77043814102
2004-04-01,7387.369088152041
2004-05-01,6724.2451168156995
2004-06-01,6706.79359719251
2004-07-01,9159.63248512802
2004-08-01,7203.436651476991
2004-09-01,7068.99239563605
2004-10-01,7155.3832121387095
2004-11-01,7419.852610253492
2004-12-01,7373.97426634035
2005-01-01,7341.33779140958
2005-02-01,7512.388654512591
2005-03-01,7274.95736912535
2005-04-01,7514.00137201352
2005-05-01,7092.4753352536
2005-06-01,7089.50130982609
2005-07-01,7140.6811066889695
2005-08-01,8191.25150486657
2005-09-01,7994.85443676485
2005-10-01,8124.69487619725
2005-11-01,7412.7538802698
2005-12-01,7222.444818942159
2006-01-01,8143.32263996827
2006-02-01,6343.53815662406
2006-03-01,6673.8094712311795
2006-04-01,5724.2009401108
2006-05-01,7175.873846316899
2006-06-01,5138.87097251067
2006-07-01,4726.0076951296205
2006-08-01,4542.67417521551
2006-09-01,4150.13467199767
2006-10-01,3845.02104813074
2006-11-01,4078.01959869568
2006-12-01,4068.59597132455
2007-01-01,4113.6660090115
2007-02-01,6815.72090373365
2007-03-01,5652.82937705674
2007-04-01,3748.23051236748
2007-05-01,4131.6300592751395
2007-06-01,4140.498680293279
2007-07-01,3549.4681918952297
2007-08-01,3569.12905280152
2007-09-01,3426.44752719018
2007-10-01,2604.8627726283603
2007-11-01,4398.7152525156
2007-12-01,1827.75960973137
2008-01-01,3002.41642072593
2008-02-01,2318.3640485988603
2008-03-01,2227.45684565374
2008-04-01,2624.34023806057
2008-05-01,2488.37973252464
2008-06-01,2283.1941441571103
2008-07-01,2183.3559851549303
2008-08-01,1789.41824265898
2008-09-01,1829.2055200148898
2008-10-01,1479.13286838974
2008-11-01,1349.50406481114
2008-12-01,815.072718762088
2009-01-01,831.402237096429
2009-02-01,933.568782376465
2009-03-01,801.876051437864
2009-04-01,968.4110541310009
2009-05-01,1102.12470389958
2009-06-01,1273.29824947065
2009-07-01,1833.04528229108
2009-08-01,1168.80695559685
2009-09-01,1214.78865193494
2009-10-01,1307.6163936302698
2009-11-01,1316.51936938835
2009-12-01,1472.82810106858
2010-01-01,1419.8081126158302
2010-02-01,1172.33253828135
2010-03-01,1573.2726153136903
2010-04-01,1043.0943603910198
2010-05-01,920.402071401449
2010-06-01,907.456043453201
2010-07-01,826.830285362148
2010-08-01,903.382966592043
2010-09-01,1111.87407500684
2010-10-01,1008.24033355631
2010-11-01,1004.62768883334
2010-12-01,802.1595532402811
2011-01-01,794.933001565314
2011-02-01,1104.09649435017
2011-03-01,1157.83117262142
2011-04-01,911.920261295994
2011-05-01,888.963711842383
2011-06-01,1035.7852984471601
2011-07-01,1295.27777335914
2011-08-01,1339.54693958474
2011-09-01,1302.20184814482
2011-10-01,1100.05397104544
2011-11-01,1551.4241577645998
2011-12-01,964.2793523957581
2012-01-01,1419.9529032885998
2012-02-01,2278.3065353663396
2012-03-01,1260.1038007777802
2012-04-01,1521.68103757798
2012-05-01,1841.61263938129
2012-06-01,1521.98516144725
2012-07-01,1728.20489931409
2012-08-01,2039.99613780224
2012-09-01,1830.1651876227
2012-10-01,2026.9108142700302
2012-11-01,1997.2337938200897
2012-12-01,2128.73700988143
2013-01-01,2130.62305419753
2013-02-01,1724.47386794236
2013-03-01,1677.59609605055
2013-04-01,2142.8243995151397
2013-05-01,2507.6220309351197
2013-06-01,1912.7290674368699
2013-07-01,2021.97133935022
2013-08-01,1670.6262250408702
2013-09-01,1630.7797696558498
2013-10-01,1903.44229494513
2013-11-01,1590.8083529492098
2013-12-01,2433.74691181634
2014-01-01,2094.7109473169503
2014-02-01,2698.05171997715
2014-03-01,2882.0027227477804
2014-04-01,2363.38612168015
2014-05-01,2222.1703170094197
2014-06-01,2267.28776433959
2014-07-01,2090.4581945751
2014-08-01,1994.7482056255603
2014-09-01,2158.29656341083
2014-10-01,2257.99155327398
2014-11-01,2115.44280574026
2014-12-01,2575.42134193815
2015-01-01,2031.3174094605
2015-02-01,2372.3513438199498
2015-03-01,2503.91910910183
2015-04-01,2729.8229003370197
2015-05-01,2387.6095565607197
2015-06-01,2834.54160227597
2015-07-01,2856.02129997793
2015-08-01,3026.36971228708
2015-09-01,2859.84956121414
2015-10-01,2856.6051728939196
2015-11-01,2829.11678451349
2015-12-01,2391.4522343175
2016-01-01,3262.60222609542
2016-02-01,2704.5888652376802
2016-03-01,2378.22996050625
2016-04-01,2283.61554582585
2016-05-01,3095.03075640938
2016-06-01,4290.99569218995
2016-07-01,2247.87861101919
2016-08-01,2495.7628125842602
2016-09-01,3963.53020279234
2016-10-01,2324.65463081097
2016-11-01,3788.00592932916
2016-12-01,3138.55492113136
2017-01-01,2830.53684006286
2017-02-01,2623.1839324098
2017-03-01,3429.04437968223
2017-04-01,2886.58276576415
2017-05-01,3282.13656287127
2017-06-01,3105.48502907282
2017-07-01,2282.93042466761
2017-08-01,3752.6122259489503
2017-09-01,3486.25756629753
2017-10-01,3915.84778698942
2017-11-01,3305.6026939871804
2017-12-01,2668.09077299465
2018-01-01,3936.98316510467
2018-02-01,3423.4024445139303
2018-03-01,3056.90094930112
2018-04-01,3728.8859618347997
2018-05-01,3249.0697457019105
2018-06-01,3247.03338538966
2018-07-01,4096.72955099911
2018-08-01,3610.22189365
2018-09-01,3695.89323375698
2018-10-01,3300.0864306878802
2018-11-01,3057.22920065967
2018-12-01,3074.4850245696002
2019-01-01,2859.77818520252
2019-02-01,3203.70532118331
2019-03-01,3662.5012863975203
2019-04-01,4006.25981208815
2019-05-01,3955.0459458262103
2019-06-01,3969.91241262628
2019-07-01,3500.32139139297
2019-08-01,4005.49845570651
2019-09-01,3847.8448175031103
2019-10-01,4239.78049185404
2019-11-01,4888.40425948679
2019-12-01,3611.8155769134796
2020-01-01,5455.806930343279
2020-02-01,5188.6558404526595
2020-03-01,4414.21646674798
2020-04-01,2896.3598866765997
2020-05-01,2980.3357638893604
2020-06-01,4875.68439083485
2020-07-01,5150.651530788579
2020-08-01,4758.17406962274
2020-09-01,5153.1948678211
2020-10-01,5698.08759241736
2020-11-01,5275.4820610546
2020-12-01,5997.67223130256
2021-01-01,5362.11407302018
2021-02-01,5641.5250043566
2021-03-01,5096.743329972321
2021-04-01,5697.74996861811
2021-05-01,5186.357300387371
2021-06-01,5372.246380845039
2021-07-01,5328.112170402879
2021-08-01,5152.8525712786895
2021-09-01,5127.24901936895
2021-10-01,5414.27263492595
2021-11-01,6234.69267677481
2021-12-01,5384.84910996699
2022-01-01,5983.259472723579
2022-02-01,5550.56249934468
2022-03-01,7023.302780305739
2022-04-01,4797.29743978642
2022-05-01,5147.78450916667
2022-06-01,4941.34987655496
2022-07-01,5000.100986742221
2022-08-01,4845.08996292545
2022-09-01,4781.0275947249
2022-10-01,4249.126076713471
2022-11-01,3382.67566922065
2022-12-01,4780.4999365840295
2023-01-01,2093.08289069498
2023-02-01,4557.701450729411
