DATE,ARBPPRIVSA
2004-01-01,1292.0341786210302
2004-02-01,1052.34145164209
2004-03-01,1097.88613310047
2004-04-01,1633.83039256548
2004-05-01,1553.7643775292402
2004-06-01,1116.9123374903
2004-07-01,1289.34840524108
2004-08-01,1342.95715334358
2004-09-01,1297.3159065625
2004-10-01,1243.78889979687
2004-11-01,1095.35528602788
2004-12-01,1758.82434379487
2005-01-01,1598.82206711983
2005-02-01,1575.6956535137301
2005-03-01,1356.98367169239
2005-04-01,989.979930714184
2005-05-01,1088.49538804122
2005-06-01,1098.3212780727001
2005-07-01,1474.20954871927
2005-08-01,1301.60463725577
2005-09-01,1141.3739443678999
2005-10-01,1504.1198885178
2005-11-01,1408.5605804188299
2005-12-01,2149.70216701362
2006-01-01,1534.81268364449
2006-02-01,1436.19641806614
2006-03-01,1219.35812067263
2006-04-01,1127.11951245065
2006-05-01,768.24176780874
2006-06-01,1006.6343341086802
2006-07-01,1012.74693576166
2006-08-01,1043.82765356219
2006-09-01,1144.5795296458698
2006-10-01,754.6067401302921
2006-11-01,1184.90192784941
2006-12-01,779.388981666752
2007-01-01,825.6990888346629
2007-02-01,1165.27393683717
2007-03-01,1144.6463992531098
2007-04-01,859.256829354837
2007-05-01,754.9276160428379
2007-06-01,720.409282301355
2007-07-01,733.3957779222301
2007-08-01,871.057056562334
2007-09-01,945.194670418184
2007-10-01,596.447027093071
2007-11-01,990.1405950204879
2007-12-01,762.3228811794
2008-01-01,726.0765939628841
2008-02-01,1278.14863824322
2008-03-01,455.261379498613
2008-04-01,828.7994280851781
2008-05-01,750.25514098453
2008-06-01,761.6087720257241
2008-07-01,755.784415276727
2008-08-01,587.351761995213
2008-09-01,557.010215993477
2008-10-01,815.6532928660249
2008-11-01,354.436715208053
2008-12-01,525.859118497481
2009-01-01,718.348714161646
2009-02-01,493.49777442966
2009-03-01,458.003730582981
2009-04-01,388.195758814969
2009-05-01,730.018265863157
2009-06-01,543.71770292218
2009-07-01,477.709625880781
2009-08-01,461.48473524826204
2009-09-01,446.98025085713
2009-10-01,626.534954687991
2009-11-01,523.084050644636
2009-12-01,441.473744300928
2010-01-01,480.946069963952
2010-02-01,493.671734092327
2010-03-01,499.122539770996
2010-04-01,755.6186018360471
2010-05-01,494.52602141982203
2010-06-01,973.926339578605
2010-07-01,488.116789530237
2010-08-01,747.409256727494
2010-09-01,509.446737637245
2010-10-01,376.676426653402
2010-11-01,384.164917813886
2010-12-01,718.195034541203
2011-01-01,557.037322561914
2011-02-01,411.647202807651
2011-03-01,755.039258837134
2011-04-01,320.39529408581797
2011-05-01,827.7701988250191
2011-06-01,439.992486230885
2011-07-01,637.959300444026
2011-08-01,363.931898453541
2011-09-01,360.73070742250803
2011-10-01,520.2207568767781
2011-11-01,747.180098874857
2011-12-01,301.822277273243
2012-01-01,426.13954686657996
2012-02-01,820.41001891336
2012-03-01,546.459335314563
2012-04-01,426.56269081771103
2012-05-01,491.17317361594706
2012-06-01,469.241727456221
2012-07-01,547.183227345056
2012-08-01,818.8028740981731
2012-09-01,976.644956742457
2012-10-01,534.141435127888
2012-11-01,557.43904897358
2012-12-01,573.231515976887
2013-01-01,424.85014155405196
2013-02-01,508.337999935598
2013-03-01,498.61245060948096
2013-04-01,688.2730840192121
2013-05-01,556.721815178631
2013-06-01,609.336048196785
2013-07-01,596.304108273725
2013-08-01,450.40065797632303
2013-09-01,549.4573389818551
2013-10-01,502.933286829027
2013-11-01,754.455171685809
2013-12-01,425.474396789681
2014-01-01,399.087287250611
2014-02-01,439.332328925784
2014-03-01,628.3391642846241
2014-04-01,538.319084473274
2014-05-01,890.572660420965
2014-06-01,452.809710482901
2014-07-01,387.21644764101404
2014-08-01,400.03934737171
2014-09-01,694.9179010855321
2014-10-01,737.5949786144009
2014-11-01,740.852472987662
2014-12-01,972.747835507286
2015-01-01,792.238943671267
2015-02-01,868.987858261585
2015-03-01,464.062303143074
2015-04-01,587.680832678323
2015-05-01,528.055021189115
2015-06-01,730.0215769770191
2015-07-01,811.7398485545351
2015-08-01,1231.94675605586
2015-09-01,561.619369761209
2015-10-01,705.731503718476
2015-11-01,502.58323536801805
2015-12-01,537.308434508682
2016-01-01,692.360559331802
2016-02-01,1105.5353476067
2016-03-01,583.08614579284
2016-04-01,740.0486422685201
2016-05-01,915.9161199913609
2016-06-01,837.9278460913091
2016-07-01,624.743847624218
2016-08-01,961.794880312377
2016-09-01,592.108289700752
2016-10-01,807.8052499875611
2016-11-01,599.41625964331
2016-12-01,817.190990518301
2017-01-01,836.026347080443
2017-02-01,963.7444444038949
2017-03-01,723.8687413403419
2017-04-01,971.212566363916
2017-05-01,671.521896731541
2017-06-01,956.8462121715759
2017-07-01,1054.4965392844001
2017-08-01,876.6644074793539
2017-09-01,1025.27249336909
2017-10-01,855.388800896091
2017-11-01,895.321077768401
2017-12-01,1138.56837546481
2018-01-01,1380.06700513905
2018-02-01,758.504141711666
2018-03-01,1162.94515632933
2018-04-01,997.540349997229
2018-05-01,762.358763556419
2018-06-01,824.052657193811
2018-07-01,744.995903408573
2018-08-01,681.840115962926
2018-09-01,722.024733288514
2018-10-01,701.6181665803349
2018-11-01,887.363097531352
2018-12-01,844.233627832234
2019-01-01,685.068513131866
2019-02-01,1094.92251714746
2019-03-01,695.200798234536
2019-04-01,700.706482675361
2019-05-01,896.628994515056
2019-06-01,841.1350843533031
2019-07-01,964.622408535188
2019-08-01,2048.76470211492
2019-09-01,910.113416428934
2019-10-01,953.747305360328
2019-11-01,1181.3497714276
2019-12-01,1433.8690892044299
2020-01-01,891.885496531859
2020-02-01,790.3651295665491
2020-03-01,1053.3962939220098
2020-04-01,1013.62201340402
2020-05-01,1009.6485358543301
2020-06-01,894.498773392916
2020-07-01,1065.30283859257
2020-08-01,1124.81561864744
2020-09-01,1224.78674047054
2020-10-01,1269.40455050772
2020-11-01,1513.66302923741
2020-12-01,961.717103563077
2021-01-01,1313.23249304759
2021-02-01,1119.17623737281
2021-03-01,1693.69580321785
2021-04-01,1199.32011620327
2021-05-01,845.791019663188
2021-06-01,1000.6606578678301
2021-07-01,1210.24469582464
2021-08-01,1024.06661777121
2021-09-01,1552.33223951988
2021-10-01,1265.39526409473
2021-11-01,1236.5888241355901
2021-12-01,1454.45301165224
2022-01-01,1129.5017661915101
2022-02-01,1458.1382574509
2022-03-01,1327.97436489831
2022-04-01,1237.2856649599
2022-05-01,1598.4178323712197
2022-06-01,1437.7640676672302
2022-07-01,1205.0106939087
2022-08-01,1315.96173258012
2022-09-01,966.7454330980611
2022-10-01,1015.09921320782
2022-11-01,798.261214361743
2022-12-01,726.3958499580051
2023-01-01,1136.29088787809
2023-02-01,1102.00992993203
