DATE,WABPPRIVSA
2005-04-01,4138.79801401287
2005-05-01,3729.64530031945
2005-06-01,4280.1217985372605
2005-07-01,4523.91086084331
2005-08-01,4145.6024892934
2005-09-01,4490.00157728669
2005-10-01,4319.39727509283
2005-11-01,5784.109185028659
2005-12-01,4734.727367394629
2006-01-01,4039.7889011405105
2006-02-01,4050.1659124288703
2006-03-01,3848.5836303038395
2006-04-01,4261.89024126861
2006-05-01,4209.14454704587
2006-06-01,4227.014654340221
2006-07-01,4437.00000650614
2006-08-01,4017.45272043276
2006-09-01,4470.22858382198
2006-10-01,3497.9929804077196
2006-11-01,3024.02020492633
2006-12-01,3794.5109039508
2007-01-01,5185.97288827204
2007-02-01,4734.50333215921
2007-03-01,4299.64161218404
2007-04-01,3382.3100733919896
2007-05-01,4242.039850484221
2007-06-01,3384.90575534535
2007-07-01,3602.55496481211
2007-08-01,4190.70372024566
2007-09-01,2944.87203801225
2007-10-01,3684.5374914420204
2007-11-01,3003.8199338642303
2007-12-01,2814.9928207540197
2008-01-01,2404.3786576255397
2008-02-01,2951.80166390784
2008-03-01,2472.71729579703
2008-04-01,2865.59484278451
2008-05-01,2414.59270983778
2008-06-01,2623.61054126691
2008-07-01,2216.4168209493
2008-08-01,2057.64251529631
2008-09-01,2209.22845170094
2008-10-01,2572.09681339715
2008-11-01,1326.38709784973
2008-12-01,1209.83474472045
2009-01-01,1440.07231322589
2009-02-01,1061.14724426074
2009-03-01,1222.00065097412
2009-04-01,1177.2439993068401
2009-05-01,1213.43932374334
2009-06-01,1263.3066267137199
2009-07-01,1400.10428095262
2009-08-01,1299.29073400107
2009-09-01,1642.87044154896
2009-10-01,1524.7311098878
2009-11-01,1146.88438257303
2009-12-01,1589.09963779088
2010-01-01,1931.5963010920398
2010-02-01,1724.91815984249
2010-03-01,1802.6799701038199
2010-04-01,1584.11800479897
2010-05-01,1083.73505610468
2010-06-01,1832.9719852875198
2010-07-01,1555.9776460471699
2010-08-01,1860.83091738313
2010-09-01,1479.41230881672
2010-10-01,1489.28555116293
2010-11-01,1440.28614408998
2010-12-01,2193.4076984901603
2011-01-01,1288.58925689571
2011-02-01,1367.01823659856
2011-03-01,1467.78201067149
2011-04-01,2300.89692181013
2011-05-01,2050.00265855346
2011-06-01,1525.4689598153302
2011-07-01,1674.61135455484
2011-08-01,2020.6343402472698
2011-09-01,1713.8575762686498
2011-10-01,1393.29561168886
2011-11-01,1850.2203586072799
2011-12-01,1974.5280495225898
2012-01-01,1362.5411449182302
2012-02-01,1964.19553080295
2012-03-01,2840.6095983753103
2012-04-01,2102.53100645673
2012-05-01,2042.9466544188
2012-06-01,2652.4354529666
2012-07-01,2442.8303713288897
2012-08-01,2302.7253794321696
2012-09-01,2452.9304652210503
2012-10-01,2617.72009543803
2012-11-01,2573.0857909597503
2012-12-01,2422.71487560483
2013-01-01,2898.57365283988
2013-02-01,2670.5807113815
2013-03-01,2526.81251191159
2013-04-01,2347.87065657348
2013-05-01,2626.1434489791895
2013-06-01,2151.9163540533605
2013-07-01,2637.8891307703
2013-08-01,2192.429000153
2013-09-01,2468.17701669094
2013-10-01,2977.28739712957
2013-11-01,2626.3422690808998
2013-12-01,2614.4924761829197
2014-01-01,2166.13410865068
2014-02-01,2671.91245272911
2014-03-01,2482.36555216225
2014-04-01,3303.71177536195
2014-05-01,2714.2520903024397
2014-06-01,2666.40567075024
2014-07-01,3086.62911180343
2014-08-01,2627.27933069462
2014-09-01,3059.94028005138
2014-10-01,2822.36128642612
2014-11-01,2806.32312546511
2014-12-01,3060.92535962406
2015-01-01,3967.60594686161
2015-02-01,4622.598355867511
2015-03-01,3244.78473553533
2015-04-01,2938.55386280914
2015-05-01,3096.81540402408
2015-06-01,3335.0529785048197
2015-07-01,3021.1105616032896
2015-08-01,3609.4407248845705
2015-09-01,3375.01470743834
2015-10-01,2899.6105968418
2015-11-01,3096.6627140231203
2015-12-01,2977.54898402757
2016-01-01,3249.5126308942604
2016-02-01,2916.6216523140697
2016-03-01,3506.1323997914396
2016-04-01,3464.49881968498
2016-05-01,3505.87975433688
2016-06-01,4116.63667418875
2016-07-01,3422.4419280404304
2016-08-01,2481.14112959462
2016-09-01,4304.61386449896
2016-10-01,4001.5028376222203
2016-11-01,3710.31643773002
2016-12-01,4078.53142650633
2017-01-01,3481.8126275768605
2017-02-01,3642.8273500289
2017-03-01,3193.83373866283
2017-04-01,3588.24959474916
2017-05-01,3753.63282475564
2017-06-01,3622.4775914514003
2017-07-01,3794.9003188425704
2017-08-01,4074.05156445988
2017-09-01,3377.59998026366
2017-10-01,4366.831091427171
2017-11-01,4038.3544737062703
2017-12-01,3535.29482263891
2018-01-01,3488.70277119917
2018-02-01,3626.98536589865
2018-03-01,4645.86230685212
2018-04-01,3876.6120649694703
2018-05-01,3221.0956312926
2018-06-01,3933.8894204581
2018-07-01,3157.72139933166
2018-08-01,3811.3141978887797
2018-09-01,3466.8178894010803
2018-10-01,3613.0218286709496
2018-11-01,3723.8328491548205
2018-12-01,3615.4619902923
2019-01-01,3458.82223007971
2019-02-01,2623.99525141005
2019-03-01,3903.6379376963105
2019-04-01,4800.186620427729
2019-05-01,4294.482583179601
2019-06-01,3604.14410622651
2019-07-01,4522.622296646679
2019-08-01,3767.3003344051203
2019-09-01,4300.00795199529
2019-10-01,3839.6487950575106
2019-11-01,4894.6738567783
2019-12-01,4366.66675731347
2020-01-01,4219.54017295223
2020-02-01,3573.7160220830297
2020-03-01,3477.4113249369398
2020-04-01,2627.27730124197
2020-05-01,4541.7551010848
2020-06-01,3474.9132357630797
2020-07-01,3568.96672984942
2020-08-01,3306.64830583733
2020-09-01,4708.94148087567
2020-10-01,3669.85409273017
2020-11-01,3516.22739693247
2020-12-01,4159.16176261084
2021-01-01,4780.2384049333095
2021-02-01,4811.20841875538
2021-03-01,4332.7629728823795
2021-04-01,4263.02080034392
2021-05-01,4118.51200263245
2021-06-01,4007.5678136067
2021-07-01,4513.4560583222
2021-08-01,6021.51131464235
2021-09-01,3886.3142731855
2021-10-01,5247.96855009939
2021-11-01,5088.94551017157
2021-12-01,5081.42767276943
2022-01-01,4487.99670080084
2022-02-01,4291.34671093794
2022-03-01,4738.86499010221
2022-04-01,4197.665434271021
2022-05-01,4243.2907086458
2022-06-01,5608.34230343308
2022-07-01,4055.16244876326
2022-08-01,3870.7488264378703
2022-09-01,3503.95175865927
2022-10-01,3219.61156566594
2022-11-01,3130.65836012216
2022-12-01,3318.00365973971
2023-01-01,2515.50405523081
2023-02-01,4093.8990748666797
